statId,parking_matched_id,parking_remaining_std_1h,parking_remaining_delta_1h,parking_realtime_ticks_1h
EC270001,151-1-000195,,,
EC270004,155-1-000127,,,
EC270005,156-2-000031,3.010186786529356,-8.0,7.0
EC270006,156-2-000031,3.010186786529356,-8.0,7.0
EC270007,157-1-000082,,,
EC270008,157-1-000082,,,
EC270009,156-2-000091,,,
EC270010,151-2-000078,,,
EC270011,154-1-000293,,,
EO000005,156-2-000044,,,
EO000079,154-1-000015,,,
EO000301,156-1-000048,,,
EP190042,151-1-000123,,,
EP190043,156-2-000068,,,
EP190050,156-2-000101,,,
EP200079,157-1-000124,,,
EP200246,156-2-000086,1.64130361329658,-4.0,7.0
EP200247,152-2-000051,2.0603150145508513,-7.0,7.0
EP200248,152-1-000055,,,
EP200250,152-2-000050,0.349927106111882,-1.0,7.0
EP200251,152-2-000026,,,
EP220264,156-2-000068,,,
EP220609,153-1-000055,,,
EP220738,154-1-000233,,,
EP230165,156-1-000065,,,
EP230284,154-1-000197,,,
EP240074,155-2-000065,0.34992710611188277,-1.0,7.0
EP530200,151-1-000058,,,
EP530318,154-1-000301,,,
EP530700,155-1-000132,,,
ER000292,157-4-000007,,,
ER000293,157-4-000007,,,
ER000294,157-4-000007,,,
ER000295,157-4-000007,,,
ER000384,150-1-000132,,,
ER000408,154-1-000226,,,
ER000478,155-1-000167,,,
ER000488,150-1-000108,,,
ER000494,156-1-000100,,,
ER000546,157-1-000072,,,
ER000597,151-2-000083,,,
ER000605,151-1-000002,,,
ER000606,155-4-000008,,,
EV000329,152-1-000112,,,
EV000654,151-1-000124,,,
EV000669,151-2-000034,,,
EV000673,157-1-000131,,,
EV000674,157-1-000132,,,
EV001238,150-1-000146,,,
EV001570,156-1-000090,,,
EV002118,151-1-000092,,,
EV002119,151-1-000092,,,
EV002287,152-2-000002,,,
EV002294,156-1-000088,,,
EV002295,156-1-000088,,,
EV003507,156-1-000086,,,
EV003702,155-1-000006,,,
EV003703,155-1-000006,,,
EV003704,155-1-000006,,,
EV003741,154-1-000229,,,
EV003782,151-1-000105,,,
EV003858,154-1-000170,,,
EV003869,361-2-000045,,,
EV003928,154-1-000229,,,
EV003933,154-2-000069,,,
EV003987,154-1-000139,,,
EV003988,151-1-000148,,,
EV004105,157-1-000139,,,
EV004924,156-2-000072,0.4948716593053938,1.0,7.0
EV004925,156-2-000072,0.4948716593053938,1.0,7.0
EV005065,155-1-000095,,,
EV005066,155-1-000095,,,
EV005191,156-2-000071,2.2946254863155757,-6.0,7.0
EV005192,156-2-000072,0.4948716593053938,1.0,7.0
EV005193,156-2-000072,0.4948716593053938,1.0,7.0
EV005228,155-2-000064,0.7284313590846834,2.0,7.0
EV005229,155-2-000064,0.7284313590846834,2.0,7.0
EV005230,155-2-000064,0.7284313590846834,2.0,7.0
EV005267,154-2-000068,,,
EV005268,154-2-000068,,,
EV005269,154-2-000068,,,
EV005432,156-1-000022,,,
EV005433,156-1-000022,,,
EV005511,157-1-000096,,,
EV005512,157-1-000096,,,
EV005513,157-1-000096,,,
EV005514,157-1-000096,,,
EV005515,157-1-000096,,,
EV005516,157-1-000096,,,
EV005517,157-1-000096,,,
EV005518,157-1-000096,,,
EV005519,157-1-000096,,,
EV005709,156-2-000071,2.2946254863155757,-6.0,7.0
EV005710,156-2-000072,0.4948716593053938,1.0,7.0
EV005711,156-2-000072,0.4948716593053938,1.0,7.0
EV005837,155-1-000109,,,
EV005838,155-1-000167,,,
EV005961,157-1-000072,,,
EV005962,157-1-000072,,,
EV005963,157-1-000072,,,
EV005964,157-1-000072,,,
EV005965,157-1-000072,,,
EV005966,157-1-000072,,,
EV005967,154-1-000277,,,
EV006185,151-2-000083,,,
EV006186,151-2-000023,,,
EV006187,151-2-000083,,,
EV006188,151-2-000023,,,
EV006219,157-1-000116,,,
EV006220,157-1-000116,,,
EV006225,157-1-000116,,,
EV006226,157-1-000116,,,
EV006227,157-1-000116,,,
EV006228,157-1-000116,,,
EV006229,157-1-000116,,,
EV006284,155-1-000070,,,
EV006285,155-1-000070,,,
EV006286,155-1-000070,,,
EV006297,155-2-000034,,,
EV006481,154-2-000069,,,
EV006497,156-1-000090,,,
EV006504,154-2-000069,,,
EV006505,154-2-000069,,,
EV006610,154-1-000274,,,
EV006614,157-1-000116,,,
EV006615,157-1-000116,,,
EV006616,157-1-000116,,,
EV006617,157-1-000116,,,
EV006712,151-1-000071,,,
EV006840,154-1-000224,,,
EV006878,155-1-000044,,,
EV006879,155-1-000044,,,
EV006886,154-1-000138,,,
EV007027,150-1-000112,,,
EV007037,156-3-000001,,,
EV007155,154-1-000140,,,
EV007156,154-1-000140,,,
EV007238,154-1-000251,,,
EV007253,154-1-000094,,,
EV007254,154-2-000054,3.5225222874108426,8.0,7.0
EV007255,154-2-000054,3.5225222874108426,8.0,7.0
EV007345,151-1-000006,,,
EV007346,154-2-000069,,,
EV007493,154-1-000137,,,
EV007494,154-1-000137,,,
EV007630,155-2-000049,1.178030178747903,-1.0,7.0
EV007654,154-1-000084,,,
EV007655,154-1-000084,,,
EV007656,154-1-000084,,,
EV007657,156-1-000090,,,
EV007658,156-1-000090,,,
EV007739,151-2-000067,,,
EV007837,150-2-000023,,,
EV007970,151-1-000037,,,
EV008138,155-4-000005,,,
EV008139,155-4-000005,,,
EV008140,155-4-000005,,,
EV008152,154-2-000064,,,
EV008153,154-2-000064,,,
EV008162,156-2-000033,,,
EV008163,156-2-000032,0.7284313590846837,0.0,7.0
EV008164,156-2-000032,0.7284313590846837,0.0,7.0
EV008233,154-1-000224,,,
EV008234,154-1-000224,,,
EV008289,154-1-000094,,,
EV008290,154-1-000094,,,
EV008365,151-1-000092,,,
EV008499,150-4-000114,,,
EV008555,152-1-000021,,,
EV008582,154-1-000084,,,
EV008597,151-1-000148,,,
EV008719,154-1-000084,,,
EV008720,154-1-000083,,,
EV008877,154-4-000012,7.0797209676365105,-21.0,7.0
EV008882,154-2-000068,,,
EV008883,154-2-000069,,,
EV008884,154-2-000068,,,
EV008937,154-2-000069,,,
EV008938,154-2-000069,,,
EV008939,154-2-000069,,,
EV008940,154-2-000069,,,
EV008969,156-2-000032,0.7284313590846837,0.0,7.0
EV008970,155-1-000153,,,
EV008971,155-1-000147,,,
EV010181,154-1-000138,,,
EV010182,154-1-000138,,,
EV010192,154-1-000294,,,
EV010196,154-1-000251,,,
EV010197,154-1-000294,,,
EV010198,154-1-000251,,,
EV010418,154-1-000084,,,
EV010419,154-1-000084,,,
EV010420,154-1-000084,,,
EV010542,151-1-000092,,,
EV010543,151-1-000092,,,
EV011762,154-1-000138,,,
EV012251,151-2-000078,,,
EV012379,155-2-000060,2.4743582965269675,8.0,7.0
EV012380,155-2-000060,2.4743582965269675,8.0,7.0
EV012381,155-1-000178,,,
EV012411,152-1-000052,,,
EV012412,152-1-000052,,,
EV012413,152-1-000052,,,
EV012414,152-1-000052,,,
EV012548,151-1-000012,,,
EV012553,156-2-000028,,,
EV012621,157-1-000072,,,
EV012622,157-1-000072,,,
EV012623,157-1-000072,,,
EV012624,157-1-000072,,,
EV012641,152-2-000002,,,
EV012778,155-1-000111,,,
EV012779,155-1-000111,,,
EV012895,156-2-000068,,,
EV013088,153-1-000002,,,
EV013291,151-1-000166,,,
EV013465,152-1-000114,,,
EV013466,152-1-000114,,,
EV013467,152-1-000114,,,
EV013468,152-1-000074,,,
EV013469,152-1-000074,,,
EV013470,152-1-000074,,,
EV013471,152-1-000074,,,
EV013472,152-1-000074,,,
EV013667,155-2-000048,,,
EV013751,154-1-000137,,,
EV013752,154-1-000116,,,
EV013761,155-2-000101,,,
EV013892,151-1-000011,,,
EV013893,154-1-000137,,,
EV013896,156-2-000078,,,
EV013929,154-1-000267,,,
EV013997,154-1-000230,,,
EV013998,154-1-000230,,,
EV013999,154-1-000139,,,
EV014112,157-1-000005,,,
EV014490,153-2-000013,,,
EV014530,152-1-000126,,,
EV014531,152-1-000126,,,
EV014532,152-1-000126,,,
EV014533,152-1-000126,,,
EV014534,152-1-000126,,,
EV014535,152-1-000126,,,
EV014536,152-1-000126,,,
EV014537,152-1-000126,,,
EV014538,152-1-000126,,,
EV014686,153-1-000004,,,
EV014687,153-1-000004,,,
EV014736,154-1-000170,,,
EV014737,154-1-000170,,,
EV014775,151-1-000092,,,
EV014804,156-1-000107,,,
EV015650,155-1-000112,,,
EV016067,157-1-000072,,,
EV016178,156-1-000101,,,
EV016197,151-2-000094,,,
EV016303,156-1-000045,,,
EV016304,156-1-000045,,,
EV016305,156-1-000045,,,
EV016306,156-1-000045,,,
EV016307,156-1-000045,,,
EV016308,156-1-000045,,,
EV016309,156-1-000045,,,
EV016310,156-1-000045,,,
EV016311,156-1-000045,,,
EV016312,156-1-000045,,,
EV016313,156-1-000045,,,
EV016314,156-1-000045,,,
EV016315,156-1-000045,,,
EV016316,156-1-000045,,,
EV016317,156-1-000045,,,
EV016318,156-1-000045,,,
EV016319,156-1-000045,,,
EV016320,156-1-000045,,,
EV016321,156-1-000043,,,
EV016322,156-1-000043,,,
EV016323,156-1-000043,,,
EV016324,156-1-000043,,,
EV016325,151-1-000043,,,
EV016459,157-1-000095,,,
EV016544,155-2-000105,,,
EV016545,155-2-000105,,,
EV016603,155-1-000167,,,
EV016752,150-1-000122,,,
EV016944,156-1-000045,,,
EV017604,156-1-000095,,,
EV017605,156-1-000095,,,
EV017606,156-2-000068,,,
EV017607,156-2-000068,,,
EV017608,156-2-000068,,,
EV017609,156-2-000068,,,
EV017708,157-1-000072,,,
EV017709,157-1-000072,,,
EV017710,157-1-000072,,,
EV017808,154-1-000122,,,
EV017809,154-1-000121,,,
EV017810,154-1-000121,,,
EV017811,154-1-000122,,,
EV017812,154-1-000121,,,
EV017819,150-1-000165,,,
EV017820,150-1-000165,,,
EV017838,156-1-000097,,,
EV017846,154-1-000083,,,
EV017873,156-1-000100,,,
EV017874,156-1-000023,,,
EV017875,156-1-000005,,,
EV017939,154-1-000121,,,
EV017941,152-1-000052,,,
EV017942,152-1-000052,,,
EV017943,152-1-000052,,,
EV017944,152-1-000052,,,
EV017945,152-1-000052,,,
EV017946,152-1-000052,,,
EV017947,152-1-000052,,,
EV017948,152-1-000052,,,
EV017949,152-1-000052,,,
EV017950,152-1-000052,,,
EV017951,152-1-000052,,,
EV017952,152-1-000052,,,
EV017953,152-1-000052,,,
EV017954,152-1-000052,,,
EV018212,157-1-000139,,,
EV018291,154-1-000277,,,
EV018293,152-1-000020,,,
EV018307,155-1-000034,4.7466422073817585,-12.0,7.0
EV018366,154-1-000274,,,
EV018367,154-1-000274,,,
EV018527,155-2-000073,,,
EV018528,155-2-000073,,,
EV018806,154-1-000084,,,
EV018874,154-1-000274,,,
EV018927,155-1-000151,,,
EV018928,155-1-000151,,,
EV018929,155-1-000151,,,
EV018930,155-1-000151,,,
EV018947,157-1-000079,,,
EV018948,157-1-000079,,,
EV018949,157-1-000079,,,
EV019037,156-1-000107,,,
EV019058,156-1-000029,,,
EV019061,151-1-000092,,,
EV019067,153-1-000043,,,
EV019285,156-2-000079,,,
EV019457,155-1-000040,,,
EV019458,155-1-000040,,,
EV019702,155-3-000005,0.8806305718527113,-2.0,7.0
EV020019,154-1-000145,,,
EV020020,154-1-000145,,,
EV020021,154-1-000145,,,
EV020022,154-1-000145,,,
EV020023,154-1-000145,,,
EV020024,154-1-000145,,,
EV020025,154-1-000145,,,
EV020026,154-1-000145,,,
EV020027,154-1-000145,,,
EV020028,154-1-000145,,,
EV020029,154-1-000145,,,
EV020030,154-1-000145,,,
EV020031,154-1-000145,,,
EV020032,154-1-000145,,,
EV020033,154-1-000145,,,
EV020034,154-1-000145,,,
EV020152,154-1-000277,,,
EV020153,154-1-000277,,,
EV020154,156-3-000001,,,
EV020275,155-2-000073,,,
EV020276,155-2-000073,,,
EV020323,157-1-000048,,,
EV021015,150-1-000165,,,
EV021016,150-1-000165,,,
EZ000035,154-2-000055,0.34992710611188255,0.0,7.0
EZ000080,154-2-000034,3.0572763655761013,-10.0,7.0
EZ000139,154-1-000147,,,
EZ000426,157-1-000100,,,
EZ000527,156-1-000011,,,
EZ000558,154-2-000034,3.0572763655761013,-10.0,7.0
EZ000575,153-1-000077,,,
EZ000580,156-1-000011,,,
EZ000867,151-2-000029,,,
EZ001212,154-2-000034,3.0572763655761013,-10.0,7.0
EZ001381,151-2-000023,,,
EZ001382,151-1-000137,,,
EZ001383,151-1-000118,,,
EZ001385,151-1-000148,,,
EZ001386,151-1-000154,,,
EZ001388,154-1-000178,,,
EZ001391,152-2-000050,0.349927106111882,-1.0,7.0
EZ001392,152-1-000112,,,
EZ001393,152-1-000112,,,
EZ001394,152-1-000019,,,
EZ001396,155-1-000089,,,
EZ001397,155-2-000063,1.030157507275429,2.0,7.0
EZ001447,155-1-000197,,,
EZ001765,156-1-000104,,,
EZ001766,156-1-000028,,,
EZ001767,155-4-000020,,,
EZ001789,151-1-000116,,,
EZ001790,151-1-000014,,,
EZ001796,151-1-000008,,,
EZ001798,156-2-000001,,,
EZ001799,154-1-000146,,,
EZ001800,154-1-000112,,,
EZ001809,156-2-000040,,,
EZ001810,154-1-000115,,,
EZ001811,154-1-000296,,,
EZ001812,154-2-000066,,,
EZ001813,154-1-000230,,,
EZ001818,156-2-000025,,,
EZ001900,156-2-000030,0.7284313590846817,2.0,7.0
EZ001901,151-1-000089,,,
EZ001948,154-2-000072,,,
EZ001950,154-1-000296,,,
EZ001951,156-1-000080,,,
EZ001952,152-1-000017,,,
EZ001955,154-3-000002,,,
EZ002089,154-1-000084,,,
EZ002091,156-1-000023,,,
EZ002092,156-1-000023,,,
EZ002116,155-2-000046,0.0,0.0,7.0
EZ002118,155-2-000078,,,
EZ002156,151-2-000021,,,
EZ002157,153-2-000037,,,
EZ002158,157-1-000115,,,
EZ002159,151-1-000123,,,
EZ002160,156-2-000027,,,
EZ002161,156-2-000054,,,
EZ002162,156-1-000102,,,
EZ002163,152-1-000076,,,
EZ002164,155-1-000204,,,
EZ002165,153-1-000077,,,
EZ002299,155-2-000064,0.7284313590846834,2.0,7.0
EZ002308,151-2-000094,,,
EZ002316,151-1-000116,,,
EZ100008,157-1-000116,,,
EZ100010,156-1-000073,,,
EZ100015,154-2-000034,3.0572763655761013,-10.0,7.0
EZ100115,154-2-000034,3.0572763655761013,-10.0,7.0
EZ100174,153-2-000015,,,
EZ100304,151-1-000135,,,
EZ100310,154-1-000230,,,
EZ100674,156-2-000097,,,
EZ100683,155-1-000011,,,
EZ100687,155-4-000028,,,
EZ100688,155-1-000089,,,
EZ100702,154-1-000094,,,
EZ100733,154-2-000055,0.34992710611188255,0.0,7.0
EZ100749,154-2-000034,3.0572763655761013,-10.0,7.0
EZ100900,155-1-000052,,,
EZ200002,155-2-000063,1.030157507275429,2.0,7.0
EZ200042,154-2-000066,,,
EZ200046,154-1-000281,,,
EZ200104,154-1-000140,,,
EZ250001,150-2-000002,30.22770725202766,-85.0,7.0
EZ300474,150-2-000002,30.22770725202766,-85.0,7.0
EZ500005,154-2-000034,3.0572763655761013,-10.0,7.0
EZ600010,157-1-000116,,,
GS000031,151-2-000065,,,
GS000058,155-1-000186,,,
GS000144,151-1-000058,,,
GS000145,157-1-000115,,,
HD000070,156-2-000003,,,
HE000428,156-2-000081,0.45175395145262925,-1.0,7.0
HE000883,151-2-000005,1.1605769149479936,0.0,7.0
HE001033,154-1-000288,,,
HE001131,154-2-000051,3.238795442501324,-1.0,7.0
HE192131,155-1-000149,,,
HE192562,156-2-000085,1.069044967649699,-3.0,7.0
HE212797,155-1-000004,,,
HE230023,157-1-000011,,,
HE230028,152-1-000063,,,
HE230047,150-3-000001,,,
HE240058,156-1-000102,,,
HE240187,154-1-000288,,,
HE240281,157-1-000100,,,
HE240328,151-2-000033,,,
HE240346,156-2-000081,0.45175395145262925,-1.0,7.0
HE240381,157-1-000124,,,
HE240382,157-1-000124,,,
HE240383,157-1-000124,,,
HE240384,157-1-000124,,,
HE240385,157-1-000124,,,
HE240386,157-1-000124,,,
HE240426,156-2-000032,0.7284313590846837,0.0,7.0
HE240427,154-1-000083,,,
HE240485,151-2-000083,,,
HE240512,151-2-000005,1.1605769149479936,0.0,7.0
HJ000248,156-2-000084,7.60504665954638,-22.0,7.0
HM000060,151-1-000187,,,
HM000121,151-1-000163,,,
HM000125,156-1-000040,,,
HM000127,157-1-000133,,,
HM000128,154-1-000206,,,
HM000140,151-1-000047,,,
HM000142,155-1-000165,,,
HM000149,155-2-000083,,,
HM000153,154-1-000083,,,
HM000155,154-1-000115,,,
HM000158,157-1-000115,,,
HM000159,154-1-000274,,,
HM000167,151-1-000194,,,
HM000169,151-1-000045,,,
HM000183,153-1-000006,,,
HM000195,156-2-000085,1.069044967649699,-3.0,7.0
HM000196,151-2-000033,,,
HM000197,156-1-000096,,,
HM000202,151-1-000116,,,
HM000203,154-2-000066,,,
HM000204,154-1-000138,,,
HM000205,151-2-000065,,,
HM000206,155-4-000013,,,
HM000208,157-1-000131,,,
HM000209,157-1-000119,,,
HM000210,154-1-000277,,,
HM000211,155-1-000040,,,
HM000244,154-1-000115,,,
HM000267,155-1-000111,,,
HM000300,157-1-000095,,,
HM000302,157-1-000002,,,
HM000303,151-1-000121,,,
HM000304,154-1-000206,,,
HM000311,156-2-000085,1.069044967649699,-3.0,7.0
HM000341,156-2-000092,,,
HM000343,156-4-000014,,,
HM000345,157-1-000074,,,
HM000355,150-1-000132,,,
HM000360,154-1-000167,,,
HM000362,157-1-000076,,,
HM000379,156-2-000059,,,
HM000382,156-2-000034,0.728431359084679,-2.0,7.0
HM000388,154-1-000222,,,
HM000392,156-2-000092,,,
HM000399,150-1-000165,,,
HM000402,153-1-000084,,,
HM000419,154-1-000161,,,
HM000443,156-2-000033,,,
HM000446,151-1-000177,,,
HM000485,150-1-000168,,,
HM000486,154-2-000066,,,
HM000492,157-1-000002,,,
HM000504,157-4-000007,,,
HM000514,157-1-000070,,,
HM000515,156-1-000040,,,
HM000516,154-1-000083,,,
HM000519,151-1-000020,,,
HM000520,157-1-000116,,,
HM000521,157-1-000116,,,
HM000522,156-1-000096,,,
HM000579,151-2-000100,,,
HM000582,153-1-000021,,,
HM000585,152-2-000028,,,
HM000587,156-4-000014,,,
HM000590,154-1-000223,,,
HM000632,156-1-000042,,,
HM000635,156-2-000056,,,
HM000636,157-1-000115,,,
HM000658,156-2-000075,,,
HM000665,155-2-000065,0.34992710611188277,-1.0,7.0
HM000674,156-2-000057,,,
HM000676,155-1-000001,,,
HM000684,152-2-000029,,,
HM000688,157-1-000076,,,
HM000720,154-1-000147,,,
HM000721,154-1-000226,,,
HM000722,156-1-000028,,,
HM000736,154-1-000296,,,
HM000738,157-1-000095,,,
HM000741,151-1-000195,,,
HM000743,155-2-000053,1.0690449676497016,2.0,7.0
HM000746,156-2-000091,,,
HM000755,155-1-000042,,,
HM000756,156-2-000091,,,
HM000762,156-1-000040,,,
HM000763,155-2-000048,,,
HM000769,152-1-000080,,,
HM000771,156-2-000059,,,
HM000773,157-1-000075,,,
HM000774,156-2-000079,,,
HM000775,154-1-000083,,,
HM000788,151-1-000148,,,
HM000789,156-2-000091,,,
HM000790,154-1-000083,,,
HM000791,155-1-000158,,,
HM000806,151-2-000091,,,
HM000830,154-1-000083,,,
HM000835,157-1-000129,,,
HM000843,153-2-000056,,,
HM000845,155-1-000132,,,
HM000847,154-1-000167,,,
HM000848,150-1-000146,,,
HM000849,155-1-000176,,,
HM000850,155-1-000073,,,
HM000853,155-1-000160,,,
HM000864,154-1-000161,,,
HM001013,156-2-000094,,,
HM001028,154-1-000274,,,
HM001029,154-1-000241,,,
HM001033,151-2-000094,,,
HM001046,154-1-000276,,,
HM001048,155-4-000024,,,
HM001076,157-1-000072,,,
HM001316,151-2-000077,,,
HM001407,157-1-000095,,,
HM001418,156-2-000056,,,
HM001426,156-2-000056,,,
HM001428,155-4-000013,,,
HM001486,154-1-000227,,,
HM001533,156-2-000071,2.2946254863155757,-6.0,7.0
HM001534,155-1-000123,,,
HM001574,155-1-000003,,,
HM001631,155-3-000005,0.8806305718527113,-2.0,7.0
HM001632,151-1-000004,,,
HM001646,156-1-000095,,,
HM001647,156-2-000071,2.2946254863155757,-6.0,7.0
HM001648,156-2-000061,,,
HM001663,157-1-000077,,,
HM001665,156-2-000012,,,
HM001671,156-2-000068,,,
HM001672,154-1-000222,,,
HM001674,151-2-000072,,,
HM001697,156-1-000088,,,
HM001720,156-2-000072,0.4948716593053938,1.0,7.0
HM001722,153-2-000058,,,
HM001741,154-1-000014,,,
HM001803,151-1-000114,,,
HM001804,151-1-000064,,,
HM001809,151-1-000180,,,
HM001814,156-1-000042,,,
HM001815,154-1-000084,,,
HM001818,156-1-000107,,,
HM700008,155-2-000094,,,
HM710014,153-1-000069,,,
HM710033,156-2-000059,,,
HM710036,154-1-000140,,,
HM710043,151-1-000079,,,
HM710044,151-1-000128,,,
HM710046,150-1-000165,,,
HM710054,153-2-000033,,,
HM710055,151-1-000129,,,
HM710062,155-2-000011,,,
HM710064,150-2-000015,1.0497813183356481,0.0,7.0
HM710074,154-1-000137,,,
HM710076,153-2-000055,,,
HM710077,155-2-000010,0.9258200997725508,-2.0,7.0
HM710078,156-2-000012,,,
HM710079,157-1-000080,,,
HM710090,156-2-000071,2.2946254863155757,-6.0,7.0
HM710096,155-2-000107,,,
HM710098,155-3-000005,0.8806305718527113,-2.0,7.0
HM710101,155-2-000073,,,
HM710103,156-2-000056,,,
HM710104,153-1-000038,,,
HM710118,154-1-000257,,,
HM710121,154-2-000055,0.34992710611188255,0.0,7.0
HU530001,157-1-000132,,,
HW000381,155-2-000081,,,
HW000396,156-1-000081,,,
HW000397,155-2-000031,,,
HW000407,154-1-000138,,,
HW000466,157-1-000139,,,
HW000467,157-4-000007,,,
HW000477,150-2-000013,,,
HW000488,154-2-000066,,,
HW000492,151-2-000012,,,
HW000494,154-2-000064,,,
HW000497,150-1-000113,,,
HW000499,154-1-000266,,,
HW000501,155-2-000032,,,
HW000508,152-1-000043,,,
HW000553,154-1-000206,,,
HW000610,152-1-000110,,,
HW000643,154-1-000014,,,
HW000646,156-2-000017,,,
HW000653,157-1-000139,,,
HW000659,156-2-000025,,,
HW000691,154-1-000146,,,
HW000692,151-1-000061,,,
HW000695,156-1-000002,,,
HW000702,157-4-000007,,,
HY000232,155-2-000103,,,
HY000233,152-1-000055,,,
HY000436,156-1-000095,,,
HY000437,156-1-000095,,,
HY000438,156-1-000095,,,
HY000439,156-1-000095,,,
HY000440,156-1-000095,,,
HY000441,156-1-000095,,,
HY000442,156-1-000095,,,
HY000443,156-1-000095,,,
HY000506,154-1-000139,,,
HY000507,154-1-000139,,,
HY000508,154-1-000139,,,
HY000509,154-1-000139,,,
HY000510,150-1-000112,,,
HY000639,151-1-000054,,,
HY000648,157-1-000128,,,
HY000649,157-1-000128,,,
HY000650,157-1-000128,,,
HY000656,150-4-000113,0.0,0.0,7.0
HY000657,150-1-000118,,,
HY000662,154-1-000137,,,
HY000663,154-1-000137,,,
HY000664,154-1-000137,,,
HY000675,155-1-000123,,,
HY000690,156-3-000001,,,
HY000725,156-1-000093,,,
HY000726,156-1-000093,,,
HY000736,156-2-000044,,,
HY000737,156-2-000040,,,
HY000738,156-2-000044,,,
HY000739,156-2-000040,,,
HY000740,155-1-000119,,,
HY000741,155-1-000174,,,
HY000742,155-1-000174,,,
HY000743,155-1-000119,,,
HY000753,151-4-000048,,,
HY000791,151-1-000013,,,
HY000792,151-1-000013,,,
HY000793,151-1-000013,,,
HY000813,154-1-000138,,,
HY000820,155-1-000111,,,
HY000846,154-1-000137,,,
HY000854,150-4-000113,0.0,0.0,7.0
HY000858,155-1-000165,,,
HY000862,151-1-000147,,,
HY000868,155-1-000162,,,
HY000896,154-4-000022,1.0497813183356355,-3.0,7.0
HY000912,155-4-000030,2.3299294900428658,-6.0,7.0
HY000914,150-4-000113,0.0,0.0,7.0
HY000935,154-1-000254,,,
HY000937,157-1-000128,,,
HY000938,157-1-000128,,,
HY000971,155-2-000012,,,
HY000975,151-2-000096,,,
HY000978,155-3-000004,,,
HY000979,155-3-000004,,,
HY001080,157-1-000121,,,
HY001084,156-2-000091,,,
HY001085,156-2-000091,,,
HY001086,156-2-000091,,,
HY001087,156-2-000091,,,
HY001088,156-2-000091,,,
HY001089,156-2-000091,,,
HY001103,155-1-000176,,,
HY001166,154-1-000083,,,
HY001169,150-1-000130,,,
HY001208,156-2-000054,,,
HY001218,151-2-000076,,,
HY001249,155-1-000004,,,
HY001271,156-1-000044,,,
HY001294,156-1-000043,,,
HY001305,157-1-000124,,,
HY001356,156-4-000014,,,
HY001393,156-2-000040,,,
HY001418,156-2-000085,1.069044967649699,-3.0,7.0
HY001434,154-1-000288,,,
HY001518,150-1-000168,,,
HY001560,151-1-000123,,,
HY001570,154-2-000069,,,
HY001611,157-1-000002,,,
HY001612,157-1-000002,,,
HY001652,156-2-000020,,,
HY001691,151-1-000076,,,
HY001738,150-1-000165,,,
HY001739,155-1-000123,,,
HY001742,155-1-000160,,,
HY001772,154-1-000254,,,
HY001776,156-2-000071,2.2946254863155757,-6.0,7.0
HY001797,153-2-000033,,,
HY001807,151-1-000070,,,
HY001817,156-2-000031,3.010186786529356,-8.0,7.0
HY001826,156-4-000011,,,
HY001836,156-4-000014,,,
HY001851,155-1-000105,1.979486637221571,-5.0,7.0
HY001862,155-2-000103,,,
HY001863,155-2-000060,2.4743582965269675,8.0,7.0
HY001864,155-1-000158,,,
HY001903,155-1-000098,,,
HY001904,156-2-000094,,,
IN053001,155-2-000103,,,
IN053010,154-1-000006,1.124858267715972,-3.0,7.0
IN053013,154-1-000115,,,
IN053014,156-2-000091,,,
IN053018,150-1-000112,,,
IN053030,151-2-000099,,,
IN053031,151-2-000096,,,
IN053035,154-1-000232,,,
IN053036,156-2-000079,,,
IN053038,151-1-000135,,,
IN053043,155-2-000048,,,
IN053044,156-2-000091,,,
IN053060,151-1-000167,,,
IN053069,150-1-000174,,,
IN053070,156-1-000040,,,
IN053072,155-2-000061,0.7284313590846841,0.0,7.0
IN053073,150-2-000026,,,
IN053074,150-1-000120,,,
IN053082,156-2-000103,,,
IN053084,151-2-000015,,,
JA270001,157-1-000102,,,
JA270003,154-1-000006,1.124858267715972,-3.0,7.0
JA270004,156-4-000012,2.6572964625340596,-7.0,7.0
JA270005,151-1-000135,,,
JA270006,154-4-000012,7.0797209676365105,-21.0,7.0
JA270007,154-4-000012,7.0797209676365105,-21.0,7.0
JA270008,151-2-000101,,,
JA270009,155-1-000132,,,
JA270010,156-1-000022,,,
JA270011,153-1-000076,,,
JA270012,151-2-000078,,,
JA270013,154-2-000034,3.0572763655761013,-10.0,7.0
JE080003,150-2-000015,1.0497813183356481,0.0,7.0
KE000070,155-4-000015,,,
KE000075,157-1-000075,,,
KE000211,154-1-000219,,,
KE000230,154-1-000138,,,
KE000244,151-1-000195,,,
KE000245,151-1-000195,,,
KE000246,151-1-000195,,,
KE000354,154-1-000206,,,
KE000359,157-1-000069,,,
KE000360,157-1-000069,,,
KE000375,154-1-000140,,,
KE000385,154-2-000068,,,
KE000386,154-2-000068,,,
KE000387,154-2-000071,,,
KE000419,155-1-000152,,,
KE000420,155-1-000152,,,
KE000540,151-1-000092,,,
KE000548,151-1-000188,,,
KE000602,154-1-000295,,,
KE000692,154-2-000032,1.5118578920369083,2.0,7.0
KE000693,154-2-000032,1.5118578920369083,2.0,7.0
KE000709,154-1-000138,,,
KE000830,154-1-000274,,,
KE000836,151-2-000006,0.49487165930539345,1.0,7.0
KE000883,155-2-000103,,,
KE000884,155-2-000103,,,
KE000885,155-2-000103,,,
KE000886,155-2-000103,,,
KE000887,155-2-000103,,,
