충전소ID,기준시각,사용가능_대수,전체_충전기수,관측_가용률,상태신뢰도_등급,관측신선도_등급,좌표_유효,확정가용_여부,위도,경도,미관측_비율,상태경과_분,관측경과_분
NT101228,2026-08-09T07:23:21+09:00,3,3,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.893234285,128.70285829,0.0,591.9333333333333,584.7166666666667
NT101295,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.840850129,128.68821178,0.0,992.5166666666667,985.3
NT101300,2026-08-09T07:23:21+09:00,2,3,0.6666666666666666,확인필요(15분초과),확인필요(15분초과),True,True,35.862871464,128.5877301,0.0,2453.516666666667,2451.0666666666666
NT101301,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.720885595,128.45312746,0.0,3936.516666666667,3926.9333333333334
NT101302,2026-08-09T07:23:21+09:00,2,9,0.2222222222222222,확인필요(15분초과),확인필요(15분초과),True,True,35.8394183,128.7123092,0.0,114.51666666666667,110.11666666666666
NT101390,2026-08-09T07:23:21+09:00,0,1,0.0,확인필요(15분초과),확인필요(15분초과),True,False,35.951958573,128.58276071,0.0,1551.5166666666667,1545.9666666666667
NT101499,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.82551,128.52913,0.0,2396.516666666667,2390.866666666667
NT101503,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.95203,128.58201,0.0,2112.516666666667,2110.2833333333333
NT101504,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.95197,128.58243,0.0,13734.516666666666,13725.9
NT101508,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.85433,128.51231,0.0,10803.516666666666,10801.016666666666
NT101554,2026-08-09T07:23:21+09:00,3,9,0.6,확인필요(15분초과),확인필요(15분초과),True,True,35.93491,128.54929,0.4444444444444444,1459.5166666666667,1455.9
NT101559,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.94264,128.61737,0.0,2322.516666666667,2320.7833333333333
NT101614,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.855,128.50778,0.0,1423.5166666666667,1415.8666666666666
NT101674,2026-08-09T07:23:21+09:00,5,5,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.85855,128.56079,0.0,964.5166666666667,955.2833333333333
NT101785,2026-08-09T07:23:21+09:00,7,7,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.85965,128.62481,0.0,867.5166666666667,865.1333333333333
NT101834,2026-08-09T07:23:21+09:00,8,9,0.8888888888888888,확인필요(15분초과),확인필요(15분초과),True,True,35.90521,128.61036,0.0,1030.5166666666667,1025.3666666666666
NT101931,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.85028,128.53344,0.0,630.5166666666667,624.7666666666667
NT101991,2026-08-09T07:23:21+09:00,0,2,0.0,확인필요(15분초과),확인필요(15분초과),True,False,35.85743,128.55051,0.5,204.51666666666668,200.2
NT102057,2026-08-09T07:23:21+09:00,8,23,0.34782608695652173,확인필요(15분초과),확인필요(15분초과),True,True,35.66281,128.41833,0.0,22.516666666666666,20.016666666666666
NT102179,2026-08-09T07:23:21+09:00,4,8,0.5,확인필요(15분초과),확인필요(15분초과),True,True,35.83744,128.57,0.0,28.516666666666666,20.016666666666666
NT102180,2026-08-09T07:23:21+09:00,3,3,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.83836,128.57178,0.0,987.5166666666667,985.3
NT102272,2026-08-09T07:23:21+09:00,2,5,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.85272,128.54528,0.6,1209.5166666666667,1205.5833333333333
NT102386,2026-08-09T07:23:21+09:00,2,5,0.4,확인필요(15분초과),확인필요(15분초과),True,True,35.86289,128.62197,0.0,276.51666666666665,270.23333333333335
NT300021,2026-08-09T07:23:21+09:00,5,9,0.5555555555555556,확인필요(15분초과),확인필요(15분초과),True,True,35.88215,128.71527,0.0,744.5166666666667,734.8666666666667
NT300050,2026-08-09T07:23:21+09:00,2,5,0.4,확인필요(15분초과),확인필요(15분초과),True,True,35.84672,128.61036,0.0,267.51666666666665,260.23333333333335
NUNR0042,2026-08-09T07:23:21+09:00,17,21,0.85,보통(5~15분),높음(5분이내),True,True,35.661272,128.421906,0.047619047619047616,6.116666666666666,0.0
NX000017,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.79262,128.4785,0.0,16475.266666666666,16469.983333333334
NX000018,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8740223,128.72055,0.0,652.2833333333333,644.7833333333333
NX000019,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8430647,128.5837471,0.0,2299.3,2290.75
NX000020,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8304251,128.5337017,0.0,2667.133333333333,2661.2833333333333
NX000023,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.82958,128.6329,0.0,3902.7833333333333,3896.9
NX000024,2026-08-09T07:23:21+09:00,6,6,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.82915,128.6339,0.0,1350.3,1345.7666666666667
PC000017,2026-08-09T07:23:21+09:00,1,5,0.2,확인필요(15분초과),보통(5~15분),True,True,35.8999605,128.6186367,0.0,17.466666666666665,10.016666666666667
PC000025,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.827882,128.709633,0.0,1496.8,1495.9333333333334
PC000027,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8680056,128.4943106,0.0,5019.55,5011.033333333334
PC000034,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.984137,128.636376,0.0,2313.25,2310.766666666667
PC000078,2026-08-09T07:23:21+09:00,5,6,0.8333333333333334,확인필요(15분초과),확인필요(15분초과),True,True,35.78825,128.636194,0.0,777.6666666666666,774.9333333333333
PC000100,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.825113,128.623793,0.0,646.6833333333333,644.7833333333333
PC000120,2026-08-09T07:23:21+09:00,3,5,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.693904,128.473406,0.4,1366.9,1365.8
PC000132,2026-08-09T07:23:21+09:00,2,3,0.6666666666666666,확인필요(15분초과),확인필요(15분초과),True,True,35.872306,128.699749,0.0,199.73333333333332,190.18333333333334
PC000159,2026-08-09T07:23:21+09:00,1,2,0.5,확인필요(15분초과),확인필요(15분초과),True,True,35.800614,128.495011,0.0,296.31666666666666,290.25
PC000164,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.857853,128.580265,0.0,3465.75,3456.116666666667
PC000165,2026-08-09T07:23:21+09:00,1,2,0.5,확인필요(15분초과),확인필요(15분초과),True,True,35.865865,128.533538,0.0,4080.5666666666666,4077.0833333333335
PC000166,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.886478,128.654722,0.0,1267.6333333333334,1265.65
PC000206,2026-08-09T07:23:21+09:00,1,3,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.813906,128.525734,0.6666666666666666,1224.5833333333333,1215.6
PC000220,2026-08-09T07:23:21+09:00,9,13,0.75,확인필요(15분초과),확인필요(15분초과),True,True,35.865188,128.584565,0.07692307692307693,224.26666666666668,220.21666666666667
PC000226,2026-08-09T07:23:21+09:00,5,15,0.3333333333333333,확인필요(15분초과),확인필요(15분초과),True,True,35.7996437,128.5053707,0.0,164.45,160.16666666666666
PC000227,2026-08-09T07:23:21+09:00,5,7,0.7142857142857143,확인필요(15분초과),확인필요(15분초과),True,True,35.8076787,128.5565748,0.0,99.05,90.1
PC000228,2026-08-09T07:23:21+09:00,5,12,0.4166666666666667,확인필요(15분초과),확인필요(15분초과),True,True,35.9164299,128.5439749,0.0,221.8,220.21666666666667
PC000229,2026-08-09T07:23:21+09:00,5,10,0.5,확인필요(15분초과),확인필요(15분초과),True,True,35.852773,128.549881,0.0,121.28333333333333,120.11666666666666
PC000235,2026-08-09T07:23:21+09:00,4,5,0.8,확인필요(15분초과),확인필요(15분초과),True,True,35.896228,128.622719,0.0,412.8333333333333,410.4
PC000264,2026-08-09T07:23:21+09:00,7,11,0.6363636363636364,보통(5~15분),높음(5분이내),True,True,35.8394522,128.7217854,0.0,7.566666666666666,0.0
PC000270,2026-08-09T07:23:21+09:00,2,5,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.952403,128.582714,0.6,616.3333333333334,614.75
PC000294,2026-08-09T07:23:21+09:00,6,11,0.5454545454545454,보통(5~15분),높음(5분이내),True,True,35.8836299,128.5979185,0.0,5.733333333333333,0.0
PC000296,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.902801,128.597567,0.0,23.366666666666667,20.016666666666666
PC000305,2026-08-09T07:23:21+09:00,8,13,0.6153846153846154,확인필요(15분초과),확인필요(15분초과),True,True,35.939644,128.548426,0.0,69.55,60.083333333333336
PC000306,2026-08-09T07:23:21+09:00,4,9,0.4444444444444444,확인필요(15분초과),확인필요(15분초과),True,True,35.813539,128.519011,0.0,670.8666666666667,664.8
PC000307,2026-08-09T07:23:21+09:00,11,18,0.6111111111111112,보통(5~15분),높음(5분이내),True,True,35.769719,128.428217,0.0,5.7,0.0
PC000330,2026-08-09T07:23:21+09:00,3,5,0.6,확인필요(15분초과),확인필요(15분초과),True,True,35.875254,128.627705,0.0,739.6666666666666,734.8666666666667
PC000331,2026-08-09T07:23:21+09:00,1,3,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8199517,128.5406366,0.6666666666666666,12075.766666666666,12067.283333333333
PC000442,2026-08-09T07:23:21+09:00,0,1,0.0,확인필요(15분초과),확인필요(15분초과),True,False,35.855874,128.575222,0.0,459.06666666666666,454.51666666666665
PC000466,2026-08-09T07:23:21+09:00,7,17,0.4117647058823529,확인필요(15분초과),확인필요(15분초과),True,True,35.874978,128.709223,0.0,31.516666666666666,30.033333333333335
PC000530,2026-08-09T07:23:21+09:00,3,10,0.3,확인필요(15분초과),확인필요(15분초과),True,True,35.901789,128.607947,0.0,75.55,70.08333333333333
PC000537,2026-08-09T07:23:21+09:00,6,10,0.6,확인필요(15분초과),확인필요(15분초과),True,True,35.90238,128.617285,0.0,671.45,664.8
PC000548,2026-08-09T07:23:21+09:00,30,46,0.9375,확인필요(15분초과),확인필요(15분초과),True,True,35.8890974,128.6143223,0.30434782608695654,600.4166666666666,594.7333333333333
PC000550,2026-08-09T07:23:21+09:00,10,10,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8926327,128.6137053,0.0,1161.1333333333334,1155.5166666666667
PC000551,2026-08-09T07:23:21+09:00,3,3,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.9551985,128.5626024,0.0,2227.9333333333334,2220.6
PC000552,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8677861,128.6046094,0.0,2217.5833333333335,2210.5666666666666
PC000553,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8642264,128.6016688,0.0,7830.183333333333,7829.4
PC000554,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,36.1133521,128.6431353,0.0,1391.55,1385.8166666666666
PC000603,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8692002,128.7265692,0.0,472.81666666666666,464.53333333333336
PC000610,2026-08-09T07:23:21+09:00,5,15,0.3333333333333333,확인필요(15분초과),확인필요(15분초과),True,True,35.828944,128.533802,0.0,26.016666666666666,20.016666666666666
PC000623,2026-08-09T07:23:21+09:00,5,10,0.5,확인필요(15분초과),확인필요(15분초과),True,True,35.863646,128.453349,0.0,125.75,120.11666666666666
PC000629,2026-08-09T07:23:21+09:00,5,9,0.5555555555555556,확인필요(15분초과),확인필요(15분초과),True,True,35.8508863,128.5955119,0.0,59.016666666666666,50.06666666666667
PC000631,2026-08-09T07:23:21+09:00,4,10,0.4,확인필요(15분초과),확인필요(15분초과),True,True,35.8529023,128.6039188,0.0,86.05,80.1
PC000632,2026-08-09T07:23:21+09:00,11,21,0.5238095238095238,확인필요(15분초과),확인필요(15분초과),True,True,35.8189017,128.5176264,0.0,77.23333333333333,70.08333333333333
PC000634,2026-08-09T07:23:21+09:00,1,7,0.14285714285714285,보통(5~15분),높음(5분이내),True,True,35.6627956,128.4212558,0.0,6.116666666666666,0.0
PC000640,2026-08-09T07:23:21+09:00,6,14,0.42857142857142855,확인필요(15분초과),확인필요(15분초과),True,True,35.86386,128.580838,0.0,95.01666666666667,90.1
PC000654,2026-08-09T07:23:21+09:00,2,5,0.4,확인필요(15분초과),확인필요(15분초과),True,True,35.9230812,128.5472013,0.0,49.21666666666667,40.06666666666667
PC000655,2026-08-09T07:23:21+09:00,11,18,0.6470588235294118,보통(5~15분),보통(5~15분),True,True,35.838160847,128.69609216,0.05555555555555555,13.316666666666666,10.016666666666667
PC000704,2026-08-09T07:23:21+09:00,6,10,0.6,확인필요(15분초과),확인필요(15분초과),True,True,35.8470549,128.5352936,0.0,176.68333333333334,170.18333333333334
PC000724,2026-08-09T07:23:21+09:00,2,7,0.2857142857142857,확인필요(15분초과),확인필요(15분초과),True,True,35.9057726,128.603289,0.0,362.21666666666664,360.3333333333333
PC000737,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),False,True,36.3335695,127.4548248,0.0,1993.2,1990.0333333333333
PC000830,2026-08-09T07:23:21+09:00,16,18,1.0,보통(5~15분),보통(5~15분),True,True,35.8240968,128.6184092,0.1111111111111111,12.933333333333334,10.016666666666667
PC000833,2026-08-09T07:23:21+09:00,2,5,0.4,확인필요(15분초과),확인필요(15분초과),True,True,35.8292832,128.6282735,0.0,463.2,454.51666666666665
PC001094,2026-08-09T07:23:21+09:00,4,12,0.3333333333333333,확인필요(15분초과),확인필요(15분초과),True,True,35.8502894,128.5334486,0.0,486.95,484.53333333333336
PC001102,2026-08-09T07:23:21+09:00,17,33,0.5151515151515151,확인필요(15분초과),확인필요(15분초과),True,True,35.8786256,128.5918709,0.0,146.4,140.16666666666666
PC001105,2026-08-09T07:23:21+09:00,6,16,0.375,확인필요(15분초과),확인필요(15분초과),True,True,35.8954176,128.6185209,0.0,52.6,50.06666666666667
PC001106,2026-08-09T07:23:21+09:00,9,16,0.5625,확인필요(15분초과),확인필요(15분초과),True,True,35.8966119,128.6175512,0.0,34.2,30.033333333333335
PC001117,2026-08-09T07:23:21+09:00,6,17,0.35294117647058826,확인필요(15분초과),확인필요(15분초과),True,True,35.857702099,128.60007376,0.0,109.38333333333334,100.1
PC001118,2026-08-09T07:23:21+09:00,4,12,0.3333333333333333,확인필요(15분초과),보통(5~15분),True,True,35.8662464,128.4542501,0.0,15.433333333333334,10.016666666666667
PC001124,2026-08-09T07:23:21+09:00,5,20,0.25,확인필요(15분초과),확인필요(15분초과),True,True,35.8478017,128.6220311,0.0,29.883333333333333,20.016666666666666
PC001128,2026-08-09T07:23:21+09:00,10,20,0.5,보통(5~15분),보통(5~15분),True,True,35.6946368,128.467985,0.0,11.433333333333334,10.016666666666667
PC001130,2026-08-09T07:23:21+09:00,0,5,0.0,확인필요(15분초과),확인필요(15분초과),True,False,35.883029813,128.71586313,0.0,674.2333333333333,664.8
PC001131,2026-08-09T07:23:21+09:00,4,9,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.855717,128.6063616,0.5555555555555556,803.2833333333333,794.9833333333333
PC001132,2026-08-09T07:23:21+09:00,11,22,0.5,보통(5~15분),높음(5분이내),True,True,35.876482,128.6122188,0.0,8.9,0.0
PC001144,2026-08-09T07:23:21+09:00,11,16,0.6875,확인필요(15분초과),확인필요(15분초과),True,True,35.8667577,128.5887269,0.0,74.5,70.08333333333333
PC001162,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.69225756,128.45425964,0.0,4060.5666666666666,4057.0666666666666
PC001205,2026-08-09T07:23:21+09:00,9,17,0.5294117647058824,높음(5분이내),높음(5분이내),True,True,35.9302816,128.5602602,0.0,3.2333333333333334,0.0
PC001247,2026-08-09T07:23:21+09:00,8,28,0.8,확인필요(15분초과),확인필요(15분초과),True,True,35.854855416,128.56482099,0.6428571428571429,769.6166666666667,764.9333333333333
PC001250,2026-08-09T07:23:21+09:00,8,14,0.5714285714285714,확인필요(15분초과),확인필요(15분초과),True,True,35.9305192,128.5593846,0.0,258.93333333333334,250.23333333333332
PC001251,2026-08-09T07:23:21+09:00,7,12,0.5833333333333334,확인필요(15분초과),확인필요(15분초과),True,True,35.8742056,128.6911304,0.0,23.75,20.016666666666666
PC001255,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8625101,128.6004004,0.0,5206.966666666666,5201.383333333333
PC001268,2026-08-09T07:23:21+09:00,7,11,0.6363636363636364,확인필요(15분초과),확인필요(15분초과),True,True,35.928856241,128.55482529,0.0,156.43333333333334,150.16666666666666
PC001277,2026-08-09T07:23:21+09:00,4,16,0.25,확인필요(15분초과),확인필요(15분초과),True,True,35.9453187,128.6143033,0.0,503.0,494.55
PC001278,2026-08-09T07:23:21+09:00,1,3,0.3333333333333333,확인필요(15분초과),확인필요(15분초과),True,True,35.88461472,128.62741857,0.0,458.31666666666666,454.51666666666665
PC001280,2026-08-09T07:23:21+09:00,6,18,0.3333333333333333,확인필요(15분초과),확인필요(15분초과),True,True,35.854366571,128.51684035,0.0,28.15,20.016666666666666
PC001284,2026-08-09T07:23:21+09:00,1,13,0.07692307692307693,확인필요(15분초과),확인필요(15분초과),True,True,35.69046158,128.46228565,0.0,411.56666666666666,410.4
PC001285,2026-08-09T07:23:21+09:00,8,17,0.47058823529411764,확인필요(15분초과),확인필요(15분초과),True,True,35.851266157,128.60428085,0.0,509.31666666666666,504.55
PC001286,2026-08-09T07:23:21+09:00,8,25,0.32,확인필요(15분초과),확인필요(15분초과),True,True,35.875656009,128.58627088,0.0,31.816666666666666,30.033333333333335
PC001294,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8338354,128.6807716,0.0,2241.516666666667,2240.616666666667
PC001310,2026-08-09T07:23:21+09:00,6,10,0.6,확인필요(15분초과),확인필요(15분초과),True,True,35.816046,128.5244035,0.0,247.78333333333333,240.21666666666667
PC001314,2026-08-09T07:23:21+09:00,6,16,0.375,확인필요(15분초과),확인필요(15분초과),True,True,35.870887191,128.72999396,0.0,53.733333333333334,50.06666666666667
PC001315,2026-08-09T07:23:21+09:00,3,3,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.832650905,128.62289004,0.0,989.1166666666667,985.3
PC001316,2026-08-09T07:23:21+09:00,5,10,0.5,확인필요(15분초과),확인필요(15분초과),True,True,35.901414041,128.61708822,0.0,25.516666666666666,20.016666666666666
PC001321,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.829204887,128.70514271,0.0,680.2333333333333,674.8
PC001327,2026-08-09T07:23:21+09:00,5,17,0.29411764705882354,확인필요(15분초과),확인필요(15분초과),True,True,35.8732188,128.7463421,0.0,164.76666666666668,160.16666666666666
PC001338,2026-08-09T07:23:21+09:00,5,20,0.25,확인필요(15분초과),보통(5~15분),True,True,35.8462016,128.6103548,0.0,18.666666666666668,10.016666666666667
PC001339,2026-08-09T07:23:21+09:00,1,2,0.5,확인필요(15분초과),확인필요(15분초과),True,True,35.8653027,128.5926793,0.0,549.0333333333333,544.65
PC001340,2026-08-09T07:23:21+09:00,4,8,0.5,보통(5~15분),높음(5분이내),True,True,35.859095059,128.61049386,0.0,5.95,0.0
PC001341,2026-08-09T07:23:21+09:00,3,21,0.14285714285714285,확인필요(15분초과),확인필요(15분초과),True,True,35.8733308,128.7072173,0.0,26.116666666666667,20.016666666666666
PC001344,2026-08-09T07:23:21+09:00,6,12,0.5,확인필요(15분초과),확인필요(15분초과),True,True,35.881794554,128.71402053,0.0,204.36666666666667,200.2
PC001345,2026-08-09T07:23:21+09:00,2,9,0.2222222222222222,확인필요(15분초과),확인필요(15분초과),True,True,35.8633564,128.623289,0.0,25.816666666666666,20.016666666666666
PC001346,2026-08-09T07:23:21+09:00,29,49,0.5918367346938775,보통(5~15분),높음(5분이내),True,True,35.8508616,128.5267577,0.0,5.433333333333334,0.0
PC001347,2026-08-09T07:23:21+09:00,5,10,0.5,확인필요(15분초과),확인필요(15분초과),True,True,35.8537299,128.4753403,0.0,209.33333333333334,200.2
PC001487,2026-08-09T07:23:21+09:00,2,8,0.25,확인필요(15분초과),확인필요(15분초과),True,True,35.8440518,128.6100568,0.0,88.21666666666667,80.1
PC001513,2026-08-09T07:23:21+09:00,16,17,0.9411764705882353,확인필요(15분초과),확인필요(15분초과),True,True,35.8663689,128.6043085,0.0,347.48333333333335,340.31666666666666
PC001520,2026-08-09T07:23:21+09:00,5,14,0.35714285714285715,높음(5분이내),높음(5분이내),True,True,35.8698594,128.6888753,0.0,1.3666666666666667,0.0
PC001544,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8346257,128.6824178,0.0,3502.1833333333334,3496.233333333333
PC001547,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.841015229,128.72370065,0.0,3502.1666666666665,3496.233333333333
PC001562,2026-08-09T07:23:21+09:00,2,6,0.3333333333333333,확인필요(15분초과),보통(5~15분),True,True,35.8362882,128.5374954,0.0,16.1,10.016666666666667
PC001566,2026-08-09T07:23:21+09:00,10,13,0.7692307692307693,확인필요(15분초과),보통(5~15분),True,True,35.846258,128.707417,0.0,19.566666666666666,10.016666666666667
PC001576,2026-08-09T07:23:21+09:00,4,8,0.5,보통(5~15분),높음(5분이내),True,True,35.798742821,128.49849266,0.0,7.433333333333334,0.0
PC001577,2026-08-09T07:23:21+09:00,0,4,0.0,보통(5~15분),보통(5~15분),True,False,35.855154,128.46205,0.0,14.95,10.016666666666667
PC001739,2026-08-09T07:23:21+09:00,19,32,0.59375,확인필요(15분초과),확인필요(15분초과),True,True,35.8773036,128.4797913,0.0,98.38333333333334,90.1
PC001754,2026-08-09T07:23:21+09:00,3,12,0.25,확인필요(15분초과),보통(5~15분),True,True,35.8355818,128.6213949,0.0,16.883333333333333,10.016666666666667
PC001755,2026-08-09T07:23:21+09:00,5,36,0.1388888888888889,확인필요(15분초과),확인필요(15분초과),True,True,35.8583723,128.6283459,0.0,37.6,30.033333333333335
PC001756,2026-08-09T07:23:21+09:00,1,14,0.07142857142857142,확인필요(15분초과),확인필요(15분초과),True,True,35.8427711,128.5343943,0.0,541.95,534.65
PC001758,2026-08-09T07:23:21+09:00,3,9,0.3333333333333333,확인필요(15분초과),확인필요(15분초과),True,True,35.802668671,128.53446327,0.0,84.23333333333333,80.1
PC001762,2026-08-09T07:23:21+09:00,8,18,0.4444444444444444,확인필요(15분초과),확인필요(15분초과),True,True,35.8652672,128.4551946,0.0,40.81666666666667,40.06666666666667
PC001802,2026-08-09T07:23:21+09:00,2,6,0.3333333333333333,확인필요(15분초과),확인필요(15분초과),True,True,35.834623,128.7135307,0.0,600.35,594.7333333333333
PC001827,2026-08-09T07:23:21+09:00,19,21,0.9047619047619048,확인필요(15분초과),확인필요(15분초과),True,True,35.6963984,128.461339,0.0,252.21666666666667,250.23333333333332
PC001830,2026-08-09T07:23:21+09:00,6,11,0.5454545454545454,보통(5~15분),보통(5~15분),True,True,35.8750238,128.7072924,0.0,11.766666666666667,10.016666666666667
PC001831,2026-08-09T07:23:21+09:00,1,8,0.125,확인필요(15분초과),확인필요(15분초과),True,True,35.858151114,128.64589513,0.0,589.8166666666667,584.7166666666667
PC001839,2026-08-09T07:23:21+09:00,0,2,0.0,확인필요(15분초과),확인필요(15분초과),True,False,35.8629713,128.6945762,0.0,968.8666666666667,965.2833333333333
PC001965,2026-08-09T07:23:21+09:00,3,3,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8583427,128.6146184,0.0,519.8833333333333,514.6
PC001966,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8642598,128.5915571,0.0,582.45,574.7166666666667
PI000126,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8164454,128.5392735,0.0,1957.15,1949.9833333333333
PI000129,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8899706,128.5560096,0.0,762.2666666666667,754.9166666666666
PI000131,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.817184941,128.52359543,0.0,657.15,654.7833333333333
PI000132,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8711044,128.6371324,0.0,887.2666666666667,885.2166666666667
PI000133,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.85334,128.5101541,0.0,4898.966666666666,4890.916666666667
PI000235,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.6824948,128.446948,0.0,275.3666666666667,270.23333333333335
PI000236,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8554237,128.4674281,0.0,15071.05,15063.45
PI000237,2026-08-09T07:23:21+09:00,0,1,0.0,확인필요(15분초과),확인필요(15분초과),True,False,35.8818763,128.5543847,0.0,1298.3333333333333,1295.7166666666667
PI000239,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8759858474,128.6252252194,0.0,2257.233333333333,2250.633333333333
PI000241,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8780019061,128.5923145614,0.0,2064.233333333333,2060.1666666666665
PI000253,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.838945465,128.5610634152,0.0,1082.3666666666666,1075.45
PI000645,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.849128439,128.608339778,0.0,6287.266666666666,6285.25
PI000700,2026-08-09T07:23:21+09:00,0,1,,확인필요(15분초과),확인필요(15분초과),True,False,35.8606519945,128.593756337,1.0,,
PI001681,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.9507721,128.584678,0.0,194.38333333333333,190.18333333333334
PI019056,2026-08-09T07:23:21+09:00,4,10,0.4,확인필요(15분초과),확인필요(15분초과),True,True,35.8224,128.6424161,0.0,102.36666666666666,100.1
PI067893,2026-08-09T07:23:21+09:00,2,2,1.0,보통(5~15분),보통(5~15분),True,True,35.85921142,128.62926245,0.0,12.383333333333333,10.016666666666667
