matched_id,parking_name,parking_addr,parking_type,parking_spaces,best_grade,best_distance_m,ev_station_count,best_statId,best_charger_name,evidence
155-1-000153,신천시장(들안로),대구광역시 수성구 수성동4가 1052-2,공영,40,NEARBY_ONLY,54.8,1,EV008970,대구수성 수성태왕아너스1,좌표 거리 54.8m · 거리만 가까움: 현장/주소 검토 필요
151-1-000028,동부로30길 (3),대구광역시 동구 신천동 314-12,공영,8,NEARBY_ONLY,55.2,3,PIH01181,대구 신천동 아보스개발낭만,좌표 거리 55.2m · 거리만 가까움: 현장/주소 검토 필요
151-1-000071,상공회의소 뒤편1주차장,대구광역시 동구 신천동 83-2,공영,36,NEARBY_ONLY,55.7,2,EV006712,대구동구 대구무역회관,좌표 거리 55.7m · 거리만 가까움: 현장/주소 검토 필요
155-1-000021,달구벌대로656길,대구광역시 수성구 신매동 30,공영,31,NEARBY_ONLY,55.8,3,PWE02787,시지효성백년가약2단지,좌표 거리 55.8m · 거리만 가까움: 현장/주소 검토 필요
151-1-000006,국채보상로171길,대구광역시 동구 신천동 149-44,공영,12,NEARBY_ONLY,55.9,2,LU101181,신천두산위브,좌표 거리 55.9m · 거리만 가까움: 현장/주소 검토 필요
150-2-000029,노외(공한지),대구광역시 중구 남산동 2621-5,공영,3,NEARBY_ONLY,56.0,1,LU101423,까치아파트,좌표 거리 56.0m · 거리만 가까움: 현장/주소 검토 필요
155-2-000094,임시공영69,대구광역시 수성구 상동 242-13,공영,6,NEARBY_ONLY,56.1,1,HM700008,상동청구타운,좌표 거리 56.1m · 거리만 가까움: 현장/주소 검토 필요
151-1-000080,신서화성파크드림아파트 잎,대구광역시 동구 각산동 224-7,공영,17,NEARBY_ONLY,56.8,1,NX000018,대구 동부경찰서,좌표 거리 56.8m · 거리만 가까움: 현장/주소 검토 필요
153-2-000035,무료주차장(2000배 행복마을2),대구광역시 남구 이천동 291-4번지,공영,5,NEARBY_ONLY,57.1,1,PC000631,대봉교역 태왕아너스(대구),좌표 거리 57.1m · 거리만 가까움: 현장/주소 검토 필요
151-2-000101,봉무동 1548-1 공한지주차장,"대구광역시 동구 봉무동 1548-1, 1548-10",공영,100,NEARBY_ONLY,57.4,1,LU003143,대구메가맥스타워,좌표 거리 57.4m · 거리만 가까움: 현장/주소 검토 필요
155-1-000016,노변동서우방아파트 서편,대구광역시 수성구 시지동 509,공영,14,NEARBY_ONLY,57.7,4,PL032114,대구 수성구 노변동서우방타운,좌표 거리 57.7m · 거리만 가까움: 현장/주소 검토 필요
155-2-000019,임시공영36,대구광역시 수성구 수성1가동 643-2,공영,5,NEARBY_ONLY,58.0,1,PI713594,신세계타운,좌표 거리 58.0m · 거리만 가까움: 현장/주소 검토 필요
155-2-000087,임시공영57,대구광역시 수성구 황금2동 706-1,공영,4,NEARBY_ONLY,58.4,1,PI722467,대구 수성구 황금미진타운,좌표 거리 58.4m · 거리만 가까움: 현장/주소 검토 필요
154-1-000113,대불로5길,대구광역시 북구 산격동 435-5,공영,15,NEARBY_ONLY,58.6,2,LU002099,산격에덴아파트,좌표 거리 58.6m · 거리만 가까움: 현장/주소 검토 필요
157-1-000090,비슬로208길 A,대구광역시 달성군 논공읍 남리 137-23,공영,33,NEARBY_ONLY,58.7,1,KP005822,(전주거치형)비슬로길 노상주차장,좌표 거리 58.7m · 거리만 가까움: 현장/주소 검토 필요
152-1-000020,내삼어린이공원 서측,대구광역시 서구 내당동 457-19,공영,6,NEARBY_ONLY,59.0,1,PW011672,달구벌여성인력개발센터,좌표 거리 59.0m · 거리만 가까움: 현장/주소 검토 필요
155-1-000147,수성태왕아너스 서편(복개도로),대구광역시 수성구 수성동4가 1122-20,공영,45,NEARBY_ONLY,59.0,2,EV008971,대구수성 수성태왕아너스2,좌표 거리 59.0m · 거리만 가까움: 현장/주소 검토 필요
150-1-000108,남산4동행정복지센터 부근 노상유료,대구광역시 중구 남산동 2268-1,공영,33,NEARBY_ONLY,59.1,2,PC000164,대성에너지(주) 본사(대구),좌표 거리 59.1m · 거리만 가까움: 현장/주소 검토 필요
361-1-000002,군위읍2노상주차장,대구광역시 군위군 군위읍 서부리 285-4,공영,50,NEARBY_ONLY,59.1,2,PI530314,대구시 군위군 군위경찰서,좌표 거리 59.1m · 거리만 가까움: 현장/주소 검토 필요
151-1-000043,동촌로42길,대구광역시 동구 방촌동 1072-44,공영,18,NEARBY_ONLY,59.1,3,PW010616,영남네오빌,좌표 거리 59.1m · 거리만 가까움: 현장/주소 검토 필요
155-2-000103,임시공영77,대구광역시 수성구 노변동 164,공영,10,NEARBY_ONLY,60.1,3,KE000887,대구수성월드메르디앙108동,좌표 거리 60.1m · 거리만 가까움: 현장/주소 검토 필요
151-1-000070,산격에덴아파트,대구광역시 동구 불로동 1155,공영,13,NEARBY_ONLY,60.2,1,HY001807,대구 에덴공항2차,좌표 거리 60.2m · 거리만 가까움: 현장/주소 검토 필요
152-1-000116,통학로,대구광역시 서구 평리동 856-7,공영,3,NEARBY_ONLY,60.3,1,CV003447,대구시_평리1동행정복지센터,좌표 거리 60.3m · 거리만 가까움: 현장/주소 검토 필요
154-1-000022,경대로5길,대구광역시 북구 대현동 111-17,공영,9,NEARBY_ONLY,60.4,1,LU000912,대현신화맨션,좌표 거리 60.4m · 거리만 가까움: 현장/주소 검토 필요
155-1-000178,지산협화맨션 북편,대구광역시 수성구 지산동 1275,공영,14,NEARBY_ONLY,60.4,2,EV012381,대구수성 지산한라타운,좌표 거리 60.4m · 거리만 가까움: 현장/주소 검토 필요
155-2-000105,임시공영79,대구광역시 수성구 수성1가동 96-288,공영,20,NEARBY_ONLY,60.9,1,PW012929,태왕아너스클럽 입주자대표회의,좌표 거리 60.9m · 거리만 가까움: 현장/주소 검토 필요
155-1-000098,범어동STX칸 북편,대구광역시 수성구 범어동 800-29,공영,8,NEARBY_ONLY,61.4,1,PL032566,범어STXKAN아파트,좌표 거리 61.4m · 거리만 가까움: 현장/주소 검토 필요
155-1-000018,능인고등학교 서편,대구광역시 수성구 지산동 761,공영,22,NEARBY_ONLY,61.6,2,PL007673,녹원아파트,좌표 거리 61.6m · 거리만 가까움: 현장/주소 검토 필요
151-2-000095,불로동 1066-14 공한지주차장,대구광역시 동구 불로동 1066-14,공영,6,NEARBY_ONLY,61.8,1,LU100349,제림빌리지,좌표 거리 61.8m · 거리만 가까움: 현장/주소 검토 필요
153-2-000013,삼정골 2공영주차장,대구광역시 남구 봉덕3동 1336-8번지,공영,12,NEARBY_ONLY,61.8,1,EV014490,대구남구 앞산보성타운아파트,좌표 거리 61.8m · 거리만 가까움: 현장/주소 검토 필요
361-2-000012,삼국유사 군위 야구장,대구광역시 군위군 군위읍 내량리 3-1,공영,80,NEARBY_ONLY,61.8,1,ME19C289,군위군 종합운동장,좌표 거리 61.8m · 거리만 가까움: 현장/주소 검토 필요
153-1-000001,개나리맨션 앞 (1),대구광역시 남구 대명동 1633,공영,15,NEARBY_ONLY,62.1,1,LU003963,대명동파크맨션,좌표 거리 62.1m · 거리만 가까움: 현장/주소 검토 필요
153-2-000019,무료주차장,대구광역시 남구 봉덕동 523-35번지,공영,4,NEARBY_ONLY,62.2,1,CV000559,대구시_남구청,좌표 거리 62.2m · 거리만 가까움: 현장/주소 검토 필요
155-2-000066,만촌역공영주차장,만촌동 849-35,공영,3,NEARBY_ONLY,62.2,1,KP003631,만촌태왕아너스,좌표 거리 62.2m · 거리만 가까움: 현장/주소 검토 필요
151-1-000111,아양로7길 (1),대구광역시 동구 신암동 708-145,공영,30,NEARBY_ONLY,62.3,1,DC530019,동대구에일린의뜰 지하2층 23라인,좌표 거리 62.3m · 거리만 가까움: 현장/주소 검토 필요
154-1-000125,대현뜨란채102동서측,대구광역시 북구 대현동 529,공영,15,NEARBY_ONLY,62.5,2,PI530322,대구시 북구 대현뜨란채,좌표 거리 62.5m · 거리만 가까움: 현장/주소 검토 필요
155-1-000106,범어천로 2,대구광역시 수성구 범어동 805-38,공영,79,NEARBY_ONLY,62.6,1,CV004550,범어동 근린생활시설,좌표 거리 62.6m · 거리만 가까움: 현장/주소 검토 필요
152-1-000002,감삼공원 서측,대구광역시 서구 내당동 460-4,공영,15,NEARBY_ONLY,62.9,1,NT101991,대구 내당동화타운아파트,좌표 거리 62.9m · 거리만 가까움: 현장/주소 검토 필요
152-2-000044,서대구역남편 공영주차장,대구광역시 서구 이현동 236-1번지,공영,143,NEARBY_ONLY,63.2,1,CV001171,대구시_서대구역(남측) 주차장,좌표 거리 63.2m · 거리만 가까움: 현장/주소 검토 필요
155-4-000013,노외주차장,대구광역시 수성구 범어동 774-14,민영,4,NEARBY_ONLY,63.4,2,PI807335,대구 수성구 범어라온프라이빗1차,좌표 거리 63.4m · 거리만 가까움: 현장/주소 검토 필요
155-1-000127,수성대학교 정문 앞,대구광역시 수성구 만촌동 852-33,공영,10,NEARBY_ONLY,63.8,5,CV004541,수성행복드림센터,좌표 거리 63.8m · 거리만 가까움: 현장/주소 검토 필요
154-1-000255,침산남로9길,대구광역시 북구 침산동 1381-58,공영,45,NEARBY_ONLY,63.9,1,CV001707,침산공원 주차장,좌표 거리 63.9m · 거리만 가까움: 현장/주소 검토 필요
151-1-000036,동촌로10길,대구광역시 동구 검사동 1019-43,공영,7,NEARBY_ONLY,64.4,1,KP003222,협화문화아파트,좌표 거리 64.4m · 거리만 가까움: 현장/주소 검토 필요
151-2-000094,신천동 835-1 공한지주차장,대구광역시 동구 신천동 835-1,공영,5,NEARBY_ONLY,64.4,2,EZ002308,㈜밴앤포스,좌표 거리 64.4m · 거리만 가까움: 현장/주소 검토 필요
150-2-000005,노외(공한지),대구광역시 중구 삼덕동2가 293-3,공영,4,NEARBY_ONLY,64.5,1,CV004698,경일빌딩,좌표 거리 64.5m · 거리만 가까움: 현장/주소 검토 필요
151-2-000004,동촌유원지 2 공영주차장,대구광역시 동구 효목동 1040,공영,230,NEARBY_ONLY,64.5,1,ME19X405,대구 동촌유원지 서편주차장,좌표 거리 64.5m · 거리만 가까움: 현장/주소 검토 필요
154-1-000112,대동로9길,대구광역시 북구 산격동 1485,공영,9,NEARBY_ONLY,64.5,1,EZ001800,대구교육박물관,좌표 거리 64.5m · 거리만 가까움: 현장/주소 검토 필요
154-1-000079,관음중앙로33길(1),대구광역시 북구 읍내동 1286,공영,14,NEARBY_ONLY,64.6,1,ME20C286,읍내동 행정복지센터,좌표 거리 64.6m · 거리만 가까움: 현장/주소 검토 필요
154-1-000266,태암로(2),대구광역시 북구 구암동 714,공영,35,NEARBY_ONLY,65.0,1,PW012428,칠곡미래타운,좌표 거리 65.0m · 거리만 가까움: 현장/주소 검토 필요
153-2-000047,임시 공영주차장(공한지),대구광역시 남구 대명4동 3015-6번지,공영,7,NEARBY_ONLY,65.1,1,PL031583,대구 동아대덕아파트,좌표 거리 65.1m · 거리만 가까움: 현장/주소 검토 필요
156-1-000095,월성푸르지오 남편,대구광역시 달서구 월성동 120,공영,34,NEARBY_ONLY,65.1,1,HY000436,대구 월성푸르지오,좌표 거리 65.1m · 거리만 가까움: 현장/주소 검토 필요
155-1-000140,수성보성타운 북편,대구광역시 수성구 수성동4가 1058-10,공영,35,NEARBY_ONLY,65.3,1,LU101535,빌리브헤리티지,좌표 거리 65.3m · 거리만 가까움: 현장/주소 검토 필요
154-1-000031,고성북로(1),대구광역시 북구 고성동3가 102-17,공영,49,NEARBY_ONLY,65.3,4,PI762875,오페라트루엘시민의숲,좌표 거리 65.3m · 거리만 가까움: 현장/주소 검토 필요
155-2-000083,임시공영50,대구광역시 수성구 시지동 588-3,공영,9,NEARBY_ONLY,65.6,1,HM000149,수성알파시티동화아이위시,좌표 거리 65.6m · 거리만 가까움: 현장/주소 검토 필요
155-1-000111,빌리브범어120 APT 동편,대구광역시 수성구 범어동 220-1,공영,8,NEARBY_ONLY,65.6,2,PI763899,빌리브범어2차,좌표 거리 65.6m · 거리만 가까움: 현장/주소 검토 필요
154-1-000137,동서리치모아동측,대구광역시 북구 서변동 1771,공영,25,NEARBY_ONLY,65.8,3,PI740673,동서리치모아110동,좌표 거리 65.8m · 거리만 가까움: 현장/주소 검토 필요
155-2-000106,임시공영80,대구광역시 수성구 범어동 37-11,공영,6,NEARBY_ONLY,66.0,5,PW010481,범어화성파크리젠시,좌표 거리 66.0m · 거리만 가까움: 현장/주소 검토 필요
151-1-000096,신천청아람아파트 (북),대구광역시 동구 신천동 200-1,공영,10,NEARBY_ONLY,66.5,1,PIS00563,대구 동구 신천청아람아파트,좌표 거리 66.5m · 거리만 가까움: 현장/주소 검토 필요
151-1-000054,리첼아파트 앞,대구광역시 동구 방촌동 1096-1,공영,17,NEARBY_ONLY,67.1,1,ST600288,서한강변타운1차아파트,좌표 거리 67.1m · 거리만 가까움: 현장/주소 검토 필요
153-1-000041,대봉로18길,대구광역시 남구 이천동 547-16,공영,8,NEARBY_ONLY,67.1,1,TS272002,강변효성백년가약,좌표 거리 67.1m · 거리만 가까움: 현장/주소 검토 필요
154-2-000040,우편집중국서편공영주차장,대구광역시 북구 산격동 1576,공영,25,NEARBY_ONLY,67.3,1,LU003121,대구복합건축자재관,좌표 거리 67.3m · 거리만 가까움: 현장/주소 검토 필요
152-1-000098,염색공단로 5길,대구광역시 서구 비산동 1809-3,공영,6,NEARBY_ONLY,67.9,2,AZ100019,지피에스,좌표 거리 67.9m · 거리만 가까움: 현장/주소 검토 필요
151-2-000075,지저동 822-6 공한지 주차장,대구광역시 동구 지저동 822-6,공영,45,NEARBY_ONLY,67.9,4,PW000621,태왕아너스리버파크,좌표 거리 67.9m · 거리만 가까움: 현장/주소 검토 필요
157-1-000083,문양역길 C,대구광역시 달성군 다사읍 문양리 420,공영,6,NEARBY_ONLY,68.0,1,CV003117,대구시_문양역공영주차장,좌표 거리 68.0m · 거리만 가까움: 현장/주소 검토 필요
153-1-000019,대덕로 (1),대구광역시 남구 봉덕동 1014-14,공영,12,NEARBY_ONLY,68.3,1,PL032357,대구 남구 봉덕화성파크드림2차,좌표 거리 68.3m · 거리만 가까움: 현장/주소 검토 필요
151-1-000161,해동로 공항방향 (1),대구광역시 동구 지저동 835-6,공영,9,NEARBY_ONLY,68.7,1,CV000807,대구시_지저동,좌표 거리 68.7m · 거리만 가까움: 현장/주소 검토 필요
155-4-000005,대동유료주차장,대구광역시 수성구 동대구로 379,민영,33,NEARBY_ONLY,68.9,2,EV008138,대구수성 범어숲화성파크드림1,좌표 거리 68.9m · 거리만 가까움: 현장/주소 검토 필요
152-1-000123,평리 금오아파트 서측,대구광역시 서구 평리동 1367-8,공영,10,NEARBY_ONLY,69.3,1,PI700594,평리4동 행정복지센터,좌표 거리 69.3m · 거리만 가까움: 현장/주소 검토 필요
154-1-000206,옥산로17길,대구광역시 북구 침산동 430-1,공영,7,NEARBY_ONLY,69.7,1,CV003914,침산제일아파트,좌표 거리 69.7m · 거리만 가까움: 현장/주소 검토 필요
152-1-000126,평리동 롯데캐슬,대구광역시 서구 평리동 1126-27,공영,22,NEARBY_ONLY,69.9,9,EV014538,대구서구 평리롯데캐슬아파트 9,좌표 거리 69.9m · 거리만 가까움: 현장/주소 검토 필요
151-1-000118,안심로59길 (3),대구광역시 동구 각산동 301-3,공영,24,NEARBY_ONLY,70.1,1,EZ001383,동인1급자동차 정비검사소,좌표 거리 70.1m · 거리만 가까움: 현장/주소 검토 필요
154-1-000241,칠성남로30길,대구광역시 북구 칠성동2가 302-114,공영,3,NEARBY_ONLY,70.1,2,PW015051,대구역 SD아이프라임/(주)목성엔지니어링(SP),좌표 거리 70.1m · 거리만 가까움: 현장/주소 검토 필요
151-1-000009,대구관광 고등학교 앞,대구광역시 동구 신암동 80,공영,14,NEARBY_ONLY,70.3,1,ME183058,신암5동주민센터,좌표 거리 70.3m · 거리만 가까움: 현장/주소 검토 필요
151-2-000028,봉무공원 제1주차장,대구광역시 동구 봉무동 산 139,공영,164,NEARBY_ONLY,70.5,1,ME19X430,대구봉무공원 주차장,좌표 거리 70.5m · 거리만 가까움: 현장/주소 검토 필요
153-1-000097,중앙대로22길,대구광역시 남구 봉덕동 711-3,공영,5,NEARBY_ONLY,70.6,1,PIH00518,홈빌리지,좌표 거리 70.6m · 거리만 가까움: 현장/주소 검토 필요
152-1-000093,슈퍼섬유융합소재센터 남측,대구광역시 서구 중리동 1086,공영,45,NEARBY_ONLY,70.7,2,PIH01600,앤시스,좌표 거리 70.7m · 거리만 가까움: 현장/주소 검토 필요
152-2-000011,비산4동 공영주차장,대구광역시 서구 비산동 223-70번지,공영,10,NEARBY_ONLY,70.7,2,CV004491,대구제일고등학교,좌표 거리 70.7m · 거리만 가까움: 현장/주소 검토 필요
150-1-000150,삼덕네거리 남편 노상유료,대구광역시 중구 동덕로 80,공영,62,NEARBY_ONLY,70.9,3,PWE03322,대봉태왕아너스아파트,좌표 거리 70.9m · 거리만 가까움: 현장/주소 검토 필요
151-1-000154,팔공로37길,대구광역시 동구 불로동 1295,공영,21,NEARBY_ONLY,71.0,1,EZ001386,다해,좌표 거리 71.0m · 거리만 가까움: 현장/주소 검토 필요
155-2-000081,임시공영44,대구광역시 수성구 시지동 596,공영,15,NEARBY_ONLY,71.1,2,LU002303,수성알파시티동화아이위시,좌표 거리 71.1m · 거리만 가까움: 현장/주소 검토 필요
154-1-000161,산격보성아파트북측,대구광역시 북구 산격동 500-138,공영,21,NEARBY_ONLY,71.2,1,AH000052,대구 산격보성아파트 (대성),좌표 거리 71.2m · 거리만 가까움: 현장/주소 검토 필요
150-1-000145,경북의과대학 주변 노상유료,대구광역시 중구 동인동2가 236-2,공영,10,NEARBY_ONLY,71.7,1,PW801191,동인삼정그린코아 관리사무소(SP),좌표 거리 71.7m · 거리만 가까움: 현장/주소 검토 필요
151-1-000088,신암청아람 (남서),대구광역시 동구 신암동 480,공영,9,NEARBY_ONLY,71.7,1,TS271404,대구신암청아람아파트,좌표 거리 71.7m · 거리만 가까움: 현장/주소 검토 필요
151-2-000067,신암동 614-22 공한지 주차장,대구광역시 동구 신암동 614-22,공영,14,NEARBY_ONLY,71.7,1,EV007739,대구광역시 신암보성1차타운,좌표 거리 71.7m · 거리만 가까움: 현장/주소 검토 필요
154-1-000229,칠곡중앙대로54길,대구광역시 북구 태전동 423-1,공영,43,NEARBY_ONLY,71.7,1,EV003741,강북화성파크드림1,좌표 거리 71.7m · 거리만 가까움: 현장/주소 검토 필요
156-1-000096,월암중학교 남편,대구광역시 달서구 월성동 777-2,공영,24,NEARBY_ONLY,72.2,1,PI530079,대구시 달서구 신월성미소지움,좌표 거리 72.2m · 거리만 가까움: 현장/주소 검토 필요
155-1-000186,청수로34길 1,대구광역시 수성구 지산동 946-2,공영,3,NEARBY_ONLY,72.4,1,GS000058,황금캐슬주유소,좌표 거리 72.4m · 거리만 가까움: 현장/주소 검토 필요
156-1-000008,달구벌대로378길(2),대구광역시 달서구 두류동 798-8,공영,16,NEARBY_ONLY,72.7,1,PI530050,대구시 달서구  레드모터스,좌표 거리 72.7m · 거리만 가까움: 현장/주소 검토 필요
152-1-000114,코오롱맨션아파트 주변,대구광역시 서구 내당동 339,공영,19,NEARBY_ONLY,73.1,2,EV013465,대구서구 삼익뉴타운 1,좌표 거리 73.1m · 거리만 가까움: 현장/주소 검토 필요
156-1-000054,성서공단로54길 (1),대구광역시 달서구 월암동 1013,공영,34,NEARBY_ONLY,73.1,2,CV000154,대구자동차경매장(후문),좌표 거리 73.1m · 거리만 가까움: 현장/주소 검토 필요
154-1-000180,연암공원로10길,대구광역시 북구 산격동 1436-2,공영,24,NEARBY_ONLY,73.3,2,CV003069,대구시_대구체육관,좌표 거리 73.3m · 거리만 가까움: 현장/주소 검토 필요
152-1-000113,진달래2차아파트 북측,대구광역시 서구 중리동 42-1,공영,36,NEARBY_ONLY,73.6,1,PI530288,대구시 서구 중리진달래2차,좌표 거리 73.6m · 거리만 가까움: 현장/주소 검토 필요
155-1-000033,대구상수도사업본부수성사업소 북편,대구광역시 수성구 범어동 156-1,공영,34,NEARBY_ONLY,73.9,1,ME19E161,범어2동 행정복지센터,좌표 거리 73.9m · 거리만 가까움: 현장/주소 검토 필요
150-1-000167,큰장로12길 노상무료1,대구광역시 중구 대신동 1628,공영,12,NEARBY_ONLY,74.0,1,CV000534,대구시_대신동 행정복지센터,좌표 거리 74.0m · 거리만 가까움: 현장/주소 검토 필요
154-1-000232,칠성남로(1),대구광역시 북구 고성동2가 130-19,공영,12,NEARBY_ONLY,74.0,1,LU101324,고성아파트,좌표 거리 74.0m · 거리만 가까움: 현장/주소 검토 필요
156-2-000020,두류3동 임시공영주차장,대구시 달서구 두류동 706-3,공영,62,NEARBY_ONLY,74.1,1,HY001652,대구 두류센트레빌더파크,좌표 거리 74.1m · 거리만 가까움: 현장/주소 검토 필요
152-2-000038,평리1동 공영주차장(들마을 사랑방주차장),대구광역시 서구 평리동 791-5번지,공영,16,NEARBY_ONLY,74.2,1,PIH01985,주택,좌표 거리 74.2m · 거리만 가까움: 현장/주소 검토 필요
152-2-000002,감삼공원주차장,대구광역시 서구 내당동 463-7번지,공영,30,NEARBY_ONLY,74.8,1,EV002287,대구서구 광장타운1차아파트,좌표 거리 74.8m · 거리만 가까움: 현장/주소 검토 필요
156-2-000094,월배체육공원 주차장,대구 달서구 갈밭남로 76,공영,72,NEARBY_ONLY,75.2,2,PW012509,수목원풍경그린,좌표 거리 75.2m · 거리만 가까움: 현장/주소 검토 필요
151-1-000051,동촌역사로 (서),대구광역시 동구 검사동 990-165,공영,8,NEARBY_ONLY,75.3,1,PW014434,주식회사 노비아갈라,좌표 거리 75.3m · 거리만 가까움: 현장/주소 검토 필요
151-1-000074,서원프레시빌 아파트 앞,대구광역시 동구 괴전동 117-40,공영,23,NEARBY_ONLY,75.6,1,LU101332,안심역서원프레시빌,좌표 거리 75.6m · 거리만 가까움: 현장/주소 검토 필요
154-1-000230,칠곡중앙대로69길,대구광역시 북구 태전동 974,공영,12,NEARBY_ONLY,75.7,2,EV013998,대구북구 더원,좌표 거리 75.7m · 거리만 가까움: 현장/주소 검토 필요
156-1-000040,선원로(1),대구광역시 달서구 신당동 615-3,공영,3,NEARBY_ONLY,76.1,1,SF002547,방송통신대학교 대구경북지역 (신관) (완속충전기),좌표 거리 76.1m · 거리만 가까움: 현장/주소 검토 필요
153-2-000014,삼정골 1공영주차장,대구광역시 남구 봉덕3동 1350-1번지,공영,17,NEARBY_ONLY,76.1,2,PI740111,앞산태왕아너스101동,좌표 거리 76.1m · 거리만 가까움: 현장/주소 검토 필요
151-1-000064,방촌동 890-64 노상주차장,대구광역시 동구 방촌동 880-3,공영,87,NEARBY_ONLY,76.7,1,HM001804,방촌역태왕아너스,좌표 거리 76.7m · 거리만 가까움: 현장/주소 검토 필요
154-1-000263,침산로48길,대구광역시 북구 침산동 616-2,공영,7,NEARBY_ONLY,76.8,1,PIS00564,대구 북구 주식회사유앤지,좌표 거리 76.8m · 거리만 가까움: 현장/주소 검토 필요
151-2-000039,방촌동 복개시설 주차장,대구광역시 동구 검사동 956-1,공영,237,NEARBY_ONLY,77.0,1,KP000235,방촌천 복개주차장,좌표 거리 77.0m · 거리만 가까움: 현장/주소 검토 필요
151-1-000100,아양로22길 (1),대구광역시 동구 신암동 257-41,공영,11,NEARBY_ONLY,77.3,1,PL032360,대구 동구 동대구역화성파크드림아파트,좌표 거리 77.3m · 거리만 가까움: 현장/주소 검토 필요
152-1-000013,국채보상로(서대구공단네거리~중리네거리),대구광역시 서구 중리동 1060-2,공영,13,NEARBY_ONLY,77.4,1,PW014238,주식회사 우성택시(SP),좌표 거리 77.4m · 거리만 가까움: 현장/주소 검토 필요
155-1-000094,범물청아타운 동편,대구광역시 수성구 범물동 1372,공영,18,NEARBY_ONLY,77.5,1,PI530287,대구시 수성구 범물2동행정복지센터,좌표 거리 77.5m · 거리만 가까움: 현장/주소 검토 필요
153-1-000006,경일여자고등학교,대구광역시 남구 봉덕동 1361-11,공영,8,NEARBY_ONLY,78.2,3,HM000183,앞산태왕아너스,좌표 거리 78.2m · 거리만 가까움: 현장/주소 검토 필요
152-1-000112,중리중학교 동측,대구광역시 서구 중리동 113-1,공영,4,NEARBY_ONLY,78.4,1,EZ001392,부건미트,좌표 거리 78.4m · 거리만 가까움: 현장/주소 검토 필요
156-2-000074,공한지3주차장,대구시 달서구 죽전동 390-11,공영,12,NEARBY_ONLY,78.5,1,PL032109,대구 달서구 죽전그린빌,좌표 거리 78.5m · 거리만 가까움: 현장/주소 검토 필요
150-1-000117,문우관길 노상무료,대구광역시 중구 남산동 623-1,공영,3,NEARBY_ONLY,78.7,1,CV000513,대구시_남산2동 행정복지센터,좌표 거리 78.7m · 거리만 가까움: 현장/주소 검토 필요
156-2-000091,공한지15주차장,대구광역시 달서구 유천동 638,공영,28,NEARBY_ONLY,79.4,1,HY001084,대구 월배아이파크1차,좌표 거리 79.4m · 거리만 가까움: 현장/주소 검토 필요
153-2-000058,임시 공영주차장(공한지),대구광역시 남구 이천동 521-4번지,공영,6,NEARBY_ONLY,79.4,2,HM001722,이천주공 2단지,좌표 거리 79.4m · 거리만 가까움: 현장/주소 검토 필요
157-1-000122,용호로,대구광역시 달성군 논공읍 북리 803-210,공영,28,NEARBY_ONLY,79.5,1,PIS00570,대구 달성군 논공성원아파트,좌표 거리 79.5m · 거리만 가까움: 현장/주소 검토 필요
