statId,statNm,addr,lat,lng,chargers,parkingFree_Y,parkingFree_N,parkingFree_mode
CV003801,대구시_성서4공영주차장,대구광역시 달서구 신당동 348-4,35.846912,128.497344,2,2,0,Y
CV003862,범어유림노르웨이숲 지하2층 103동,대구광역시 수성구 동대구로50길 37,35.8528728,128.6286759,2,2,0,Y
CV003863,범어유림노르웨이숲 지하2층,대구광역시 수성구 동대구로50길 37,35.8520629,128.6289468,3,3,0,Y
CV003864,범어유림노르웨이숲 지하1층,대구광역시 수성구 동대구로50길 37,35.8524275,128.6280822,2,2,0,Y
CV003871,군위서부LH천년나무1단지,대구광역시 군위군 군위읍 동산새길 50,36.2315741,128.5689419,5,5,0,Y
CV003914,침산제일아파트,대구광역시 북구 옥산로17길 50,35.8881374,128.5867458,2,2,0,Y
CV003916,율하휴먼시아10단지,대구광역시 동구 율하동로8길 16,35.8606747,128.703284,18,18,0,Y
CV003917,율하휴먼시아6단지 603동,대구광역시 동구 안심로16길 45,35.8639188,128.6958829,8,8,0,Y
CV003918,율하휴먼시아6단지 601동611동,대구광역시 동구 안심로16길 45,35.8644002,128.693581,7,7,0,Y
CV004040,화성그랜드파크 지하1층303동,대구광역시 북구 구암로65길 9,35.939325,128.566469,2,2,0,Y
CV004041,화성그랜드파크 지상1층308동,대구광역시 북구 구암로65길 9,35.9402699,128.5685356,3,3,0,Y
CV004042,화성그랜드파크 지상1층307동,대구광역시 북구 구암로65길 9,35.9399019,128.5685991,3,3,0,Y
CV004043,화성그랜드파크 지상1층301동,대구광역시 북구 구암로65길 9,35.939325,128.566469,3,3,0,Y
CV004072,화성그랜드파크 지하2층 307동,대구광역시 북구 구암로65길 9,35.939325,128.566469,1,1,0,Y
CV004086,대구시엠월드,대구광역시 서구 문화로 37,35.8756087,128.5364177,11,11,0,Y
CV004097,영남네오빌 112동,대구광역시 동구 동촌로 190,35.881775,128.6614959,3,3,0,Y
CV004098,영남네오빌 108동,대구광역시 동구 동촌로 190,35.8805289,128.6607279,3,3,0,Y
CV004099,영남네오빌 107동,대구광역시 동구 동촌로 190,35.8813373,128.6602343,1,1,0,Y
CV004100,영남네오빌 106동,대구광역시 동구 동촌로 190,35.881839,128.6603971,2,2,0,Y
CV004101,영남네오빌 105동,대구광역시 동구 동촌로 190,35.8822901,128.6606331,2,2,0,Y
CV004102,영남네오빌 102동,대구광역시 동구 동촌로 190,35.8828464,128.660676,4,4,0,Y
CV004103,영남네오빌,대구광역시 동구 동촌로 190,35.882789,128.6612643,1,1,0,Y
CV004104,수성구 제2구민운동장,대구광역시 수성구 매호동 203,35.851602,128.70184,15,15,0,Y
CV004108,농협경제지주 대구태평로공판장,대구광역시 중구 태평로 195,35.87467377,128.59964884,2,0,2,N
CV004116,대구공항2공영주차장,대구광역시 동구 지저동 907,35.898888284,128.63615563,11,0,11,N
CV004134,가천졸음쉼터(대구방향),대구광역시 수성구 가천동 산 21-18,35.8475562,128.689471,6,6,0,Y
CV004253,전통시장,대구광역시 군위군 군위읍 서부리 9-5,36.2403841,128.5677995,2,0,2,N
CV004267,보그워너디티씨,대구광역시 달성군 구지면 국가산단대로52길 24-36,35.6525235,128.4245419,5,5,0,Y
CV004296,대구광역시 도시관리본부,대구광역시 달서구 성서공단로 58,35.8713119,128.8116758,1,1,0,Y
CV004302,평리3동공공복합청사 주차장,대구광역시 서구 문화로51길 13,35.876892,128.5606074,1,1,0,Y
CV004305,대구시_성서3공영주차장,대구광역시 달서구 장동 210-2,35.836431,128.514621,2,2,0,Y
CV004317,대구시_서대구역광장2주차장,대구광역시 서구 이현동 산50-1,35.8777931,128.5400319,8,0,8,N
CV004318,대구시_서대구역광장1주차장,대구광역시 서구 이현동 268-2,35.8788479,128.5404412,7,0,7,N
CV004321,에덴공항1차아파트,대구광역시 동구 팔공로29길 10,35.9123019,128.6389925,2,2,0,Y
CV004326,한국농어촌공사 달성지사(신축),대구광역시 달성군 논공읍 금강로10길 9,35.773593,128.429316,2,2,0,Y
CV004336,대구시_성서1공영주차장,대구광역시 달서구 월암동 1-229,35.830875,128.4954027,9,0,9,N
CV004339,대구시_대구동구복합혁신센터,대구광역시 동구 이노밸리로 180,35.8777734,128.7166719,2,2,0,Y
CV004351,불로우방맨션,대구광역시 동구 공항로 150,35.9006558,128.6319161,3,3,0,Y
CV004353,디아크문화관주차장,대구광역시 달성군 다사읍 죽곡리 762-3,35.841826,128.465258,10,10,0,Y
CV004390,포르쉐 센터 아우토슈타트 대구 서비스센터,"대구 북구 신천동로 1000(산격동, 포르쉐서비스센터대구)",35.9031900,128.5966890,2,0,2,N
CV004391,포르쉐 센터 아우토슈타트 대구,대구 수성구 동대구로 84(지산동),35.8376500,128.6245840,2,0,2,N
CV004423,렉서스 서대구 전시장(와이엠렉서스),대구 달서구 구마로 64(본동),35.8370870,128.5345560,2,0,2,N
CV004427,렉서스 대구(와이엠렉서스),대구 수성구 동대구로 48(지산동),35.8346838,128.6251955,2,0,2,N
CV004428,렉서스 남대구 서비스센터(와이엠렉서스),대구 달서구 성서4차첨단로 214(월암동),35.8299490,128.5197520,2,0,2,N
CV004443,신용보증기금본점,대구광역시 동구 첨단로 7,35.877278,128.728733,7,0,7,N
CV004463,월성1동복합청사,대구광역시 달서구 조암로5길 5-12,35.824855,128.528474,4,4,0,Y
CV004464,신매시장공영주차장,대구광역시 수성구 달구벌대로 3246,35.838137,128.710986,4,4,0,Y
CV004465,하운드호텔 대구혁신도시점,대구광역시 동구 율암로 168,35.889002,128.706085,1,1,0,Y
CV004476,경창산업,대구광역시 달서구 성서로35길 6,35.834475,128.506058,3,3,0,Y
CV004482,대구수목원관리사무소 1주차장,대구광역시 달서구 화암로 342,35.8017219,128.5205058,9,0,9,N
CV004491,대구제일고등학교,대구광역시 서구 국채보상로 384,35.8706847,128.5738084,1,1,0,Y
CV004500,경창산업 달성지사,대구광역시 달성군 유가읍 테크노순환로1길 57,35.678604,128.44762,3,3,0,Y
CV004510,뉴수성하와이,대구광역시 수성구 용학로 112,35.824539,128.621832,1,1,0,Y
CV004532,대한정형외과의원,대구광역시 달서구 구마로 197,35.837633,128.549303,1,1,0,Y
CV004541,수성행복드림센터,대구광역시 수성구 달구벌대로526길 50,35.855724,128.649354,4,0,4,N
CV004550,범어동 근린생활시설,대구광역시 수성구 범어천로 55,35.851813,128.622927,1,1,0,Y
CV004551,군위 세대희망허브센터,대구광역시 군위군 군위읍 동서1길 13-7,36.236760,128.567753,2,2,0,Y
CV004553,대구의료기술시험연수원,대구광역시 동구 첨복로 106,35.88384,128.739238,7,0,7,N
CV004555,KS택시,대구광역시 수성구 희망로 226,35.846004,128.623291,2,2,0,Y
CV004556,화원유원지,대구광역시 달성군 화원읍 사문진로1길 40-14,35.81277084,128.4806365,2,2,0,Y
CV004568,앞산공원 달서별빛캠프주차장,대구광역시 달서구 송현동 산 69,35.82505291,128.5555657,2,2,0,Y
CV004598,대구도서관,대구광역시 남구 봉덕동 640-3,35.842582348,128.5926284,4,0,4,N
CV004606,대구한의대병원역,대구광역시 동구 사복동 611,35.8717392,128.750328,1,0,1,N
CV004614,월배노인종합복지관,대구광역시 달서구 상화로21길 77,35.811617,128.52364,3,3,0,Y
CV004674,기아 대구지점,대구광역시 북구 칠성남로 71,35.879276,128.588495,1,1,0,Y
CV004690,대구시_진천환승공영주차장,대구광역시 달서구 진천로7길 52-38,35.8122981,128.5232555,8,0,8,N
CV004698,경일빌딩,대구광역시 중구 달구벌대로 2195,35.86344500,128.6034380,2,0,2,N
CV004699,엠스타하우스,대구광역시 동구 동촌로 316,35.878138,128.6739040,6,6,0,Y
CV004700,대구대성주차장,대구광역시 중구 동성로1길 85,35.86525000,128.5979390,1,0,1,N
CV004701,대구파티마병원,대구광역시 동구 아양로 99,35.8847442,128.6242403,3,0,3,N
CV004702,비상,대구광역시 달성군 화원읍 비슬로512길 77,35.801562,128.500031,2,2,0,Y
CV004714,대구시_제3산단 혁신지원센터 및 복합문화센터,대구광역시 북구 팔달북로8길 30,35.8945857,128.5631778,3,3,0,Y
CV004736,논공휴게소(대구방향),대구광역시 달성군 논공읍 삼리리 538-2,35.7643673,128.4021587,2,2,0,Y
CV004748,다사공영주차장,대구광역시 달성군 다사읍 매곡리 919-9,35.860092,128.454935,4,0,4,N
DC530001,상인장미4단지아파트,"대구광역시 달서구 상화로 380(상인동, 장미아파트)",35.8073680,128.5559430,7,0,7,N
DC530002,만촌자이르네,대구광역시 수성구 교학로19길 19,35.8492,128.649,6,6,0,Y
DC530003,만촌자이르네,대구광역시 수성구 교학로19길 19,35.8491,128.651,6,6,0,Y
DC530004,만촌자이르네,대구광역시 수성구 교학로19길 19,35.8482,128.651,5,5,0,Y
DC530005,계성중학교,대구광역시 중구 대신동 277-1 계성중고등학교,35.8678723,128.5802978,1,0,1,N
DC530006,죽전역에일린의뜰 야외주차장,대구광역시 달서구 와룡로 254,35.853804283,128.53908445,15,15,0,Y
DC530007,죽전역에일린의뜰 103동,대구광역시 달서구 와룡로 254,35.854692101,128.53854261,4,4,0,Y
DC530008,죽전역에일린의뜰 105동,대구광역시 달서구 와룡로 254,35.855524023,128.53849504,5,5,0,Y
DC530009,죽전역에일린의뜰 111동,대구광역시 달서구 와룡로 254,35.856250571,128.53893526,11,11,0,Y
DC530010,엑소디움센트럴동인 102동,"대구 중구 국채보상로139길 40(동인동3가), 엑소디움 센트럴 동인",35.8000000,128.6000000,12,12,0,Y
DC530011,엑소디움센트럴동인 105동,"대구 중구 국채보상로139길 40(동인동3가), 엑소디움 센트럴 동인",35.8000000,128.6000000,6,6,0,Y
DC530012,수성푸르지오리버센트 105동,대구광역시 수성구 수성로35길 50,35.842814838,128.60889182,6,6,0,Y
DC530013,수성푸르지오리버센트 107동,대구광역시 수성구 수성로35길 50,35.842814066,128.60962227,4,4,0,Y
DC530014,수성푸르지오리버센트 후출입구,대구광역시 수성구 수성로35길 50,35.843218285,128.60971898,10,10,0,Y
DC530015,죽전역화성파크드림 지하1층,대구광역시 달서구 달구벌대로304길 60,35.8472,128.532,1,1,0,Y
DC530016,죽전역화성파크드림 지하2층,대구광역시 달서구 달구벌대로304길 60,35.847097022,128.53206754,3,3,0,Y
DC530017,강북태왕아너스더퍼스,대구광역시 북구 칠곡중앙대로110길 10,35.943697061,128.55246193,3,3,0,Y
DC530018,동대구에일린의뜰 지하2층 21라인,대구광역시 동구 아양로9길 35,35.885454035,128.61765503,10,10,0,Y
DC530019,동대구에일린의뜰 지하2층 23라인,대구광역시 동구 아양로9길 35,35.886031174,128.61701564,9,9,0,Y
DC530020,북구청푸르지오에듀포레,대구광역시 북구 침산남로 30,35.887650496,128.57872792,13,13,0,Y
DC530021,대봉서한이다음,대구광역시 중구 명덕로 241,35.857600046,128.59625012,6,6,0,Y
DC530022,시지월드메르디앙 102동,대구광역시 수성구 천을로 70,35.844636619,128.69783632,4,4,0,Y
DC530023,시지월드메르디앙 104동,대구광역시 수성구 천을로 70,35.844209085,128.69875689,6,6,0,Y
DC530024,침산쌍용아파트 102동 지하주차장,대구광역시 북구 침산로21길 36,35.8875474,128.586765,3,3,0,Y
DC530025,침산쌍용아파트 104동 지하주차장,대구광역시 북구 침산동 400-1 침산쌍용아파트,35.8870599,128.5866202,3,3,0,Y
DC530027,화성파크드림 구수산공원 지상1층 주차장,대구광역시 북구 구암로21길 37,35.9367484,128.5532291,11,11,0,Y
DC530028,화성파크드림 구수산공원 지상2층 주차장,대구광역시 북구 구암로21길 37,35.936643026,128.55266469,9,9,0,Y
DC530029,진천트윈팰리스,대구광역시 달서구 월배로 71,35.8146327,128.5219756,6,6,0,Y
DG110009,동인동행정복지센터,대구광역시 중구 국채보상로142길 19-5,35.867832,128.609096,1,1,0,Y
DO000034,강당골 공영주차장,대구광역시 남구 앞산순환로 672,35.832606,128.5984581,1,1,0,Y
DYME2012,대구 엠플라자,대구광역시 서구 달구벌대로 1691,35.8557204,128.5507114,2,2,0,Y
EBSSBILL,상신빌리지,대구광역시 중구 달구벌대로443길 44-3,35.8632833,128.6054494,1,0,1,N
EC000049,반월당삼정그린코아 103동 지하4층,대구광역시 중구 중앙대로67길 10,35.8632018,128.5925178,5,5,0,Y
EC000100,명곡미래빌3단지,대구광역시 달성군 화원읍 명곡로 30,35.7970155,128.4967264,10,10,0,Y
EC000145,침산동쌍용예가2차아파트 B1,대구광역시 북구 성북로9길 12,35.8924351,128.5880948,5,5,0,Y
EC000154,현대하이페리온2단지,대구광역시 동구 국채보상로 863,35.8676699,128.6254492,2,2,0,Y
EC000155,현대하이페리온1단지,대구광역시 동구 국채보상로 861,35.867683,128.6249839,3,3,0,Y
EC000411,노원보성타운 B1,대구광역시 북구 오봉로3길 47,35.889354890,128.57365657,3,3,0,Y
EC000412,노원보성타운 B2,대구광역시 북구 오봉로3길 47,35.889807056,128.57387870,2,2,0,Y
EC000430,평리청구타운 2주차장 B1,대구광역시 서구 서대구로 77,35.864350550,128.55565646,3,3,0,Y
EC000431,평리청구타운 B2 전기실,대구광역시 서구 서대구로 77,35.864316878,128.55547313,2,2,0,Y
EC000505,우방한가람타운 지하3층 A7기둥,대구광역시 수성구 명덕로 368,35.8543639,128.6102168,3,3,0,Y
EC000506,우방한가람타운 지하3층 B7기둥,대구광역시 수성구 명덕로 368,35.8543639,128.6102168,2,2,0,Y
EC003284,화성명산타운 102동 지하1층 주차장,대구광역시 동구 파계로22길 7,35.9444456,128.638164,3,3,0,Y
EC003465,시지삼주한라협화타운 213동,대구광역시 수성구 신매로 91,35.8372549,128.7079516,6,6,0,Y
EC003466,시지삼주한라협화타운 211동,대구광역시 수성구 신매로 91,35.8377906,128.707988,5,5,0,Y
EC004338,성서산단동원비즈플랫폼관리단 옥상주차장,대구광역시 달서구 성서로 329,35.8468129,128.5064358,6,0,6,N
EC005054,대구우체국,대구광역시 중구 경상감영길 80,35.8714155,128.5918158,2,0,2,N
EC005057,북대구우체국,대구광역시 북구 구암로65길 38,35.941534918,128.56571617,1,1,0,Y
EC005058,북대구우체국 (급),대구광역시 북구 구암로65길 38,35.941507093,128.56548415,1,0,1,N
EC005059,대구달서우체국,대구광역시 달서구 학산로 65,35.8306797,128.5343595,1,1,0,Y
EC270001,한국가스안전공사,대구광역시 동구 경안로 861,35.8792504,128.713677,2,2,0,Y
EC270004,수성대학교 잼마관,대구광역시 수성구 달구벌대로528길 15,35.8552994,128.6495999,4,0,4,N
EC270005,대구교통공사 본사 (급),대구광역시 달서구 월배로 250,35.8191037,128.5404337,2,0,2,N
EC270006,대구교통공사 본사,대구광역시 달서구 월배로 250,35.8192661,128.5409511,6,6,0,Y
EC270007,문양역 (급),대구광역시 달성군 다사읍 문양역길 71,35.8640769,128.4370938,1,0,1,N
EC270008,문양역,대구광역시 달성군 다사읍 문양역길 71,35.8638978,128.4372016,5,0,5,N
EC270009,대구교통공사 월배차량기지,대구광역시 달서구 월배로5길 39,35.814265564,128.51413191,6,0,6,N
EC270010,대구교통공사 안심차량기지,대구광역시 동구 대림로 27,35.871113254,128.74304722,3,0,3,N
EC270011,대구교통공사 칠곡차량기지,대구광역시 북구 호국로 872,35.961165357,128.55999912,2,0,2,N
EO000005,E1 대구 전기차 충전소,대구광역시 달서구 송현로 55,35.822649834,128.5463349,2,2,0,Y
EO000079,E1 대구개인택시조합 전기차 충전소,대구광역시 북구 검단로 174,35.910440,128.625113,2,2,0,Y
EO000301,E1 대구대천 전기차충전소,대구광역시 달서구 달서대로 101,35.8158219,128.5052049,2,2,0,Y
EP190042,동구 동흥개발,대구광역시 동구 안심로22길 60,35.863104,128.6983719,2,2,0,Y
EP190043,달서 엠에스개발,대구광역시 달서구 달구벌대로251안길 10,35.8523674,128.5061316,2,2,0,Y
EP190050,달서구 펠리체(한명화),대구광역시 달서구 와룡로16길 27-3,35.8394306,128.5385444,1,1,0,Y
EP200069,군위주유소,대구광역시 군위군 군위읍 경북대로 3987,36.2585767,128.5710396,2,2,0,Y
EP200079,대구 중흥S클래스포디움,대구광역시 달성군 유가읍 테크노순환로 423,35.6983037,128.4685284,6,6,0,Y
EP200246,대구 한일1급정비공장,대구광역시 달서구 성서로67길 54,35.8474212,128.5015729,2,2,0,Y
EP200247,대구 인성보링정비,대구광역시 서구 북비산로 96-3,35.8782197,128.5436456,2,2,0,Y
EP200248,대구 우주정비공업사,대구광역시 서구 와룡로 439-14,35.8725005,128.5369566,2,2,0,Y
EP200250,대구 모범자동차정비,대구광역시 서구 북비산로17길 14,35.8799953,128.5432599,1,1,0,Y
EP200251,대구 더나은정비,대구광역시 서구 와룡로 458,35.8733566,128.539224,2,2,0,Y
EP220264,하나은행 성서지점 급속충전소,대구광역시 달서구 성서로 399,35.853188368,128.50678198,2,0,2,N
EP220609,하나은행 대구봉덕점 급속충전소,대구광역시 남구 중앙대로 146,35.846174681,128.59087739,2,2,0,Y
EP220738,대구 뉴그랜드호텔,대구광역시 북구 칠성남로38길 46,35.876101400,128.59781687,2,2,0,Y
EP230165,대구 (주)명진랩 급속충전소,대구광역시 달서구 성서로 329,35.8468129,128.5064358,2,0,2,N
EP230284,대구 의료법인백산의료재단,대구광역시 북구 팔달로 217,35.888202339,128.57391017,1,1,0,Y
EP240074,대구 현창건설 급속충전소,대구광역시 수성구 두산동 911-6,35.8247768,128.6200796,2,2,0,Y
EP530102,대구 미군반환부지 문화공원,대구광역시 남구 중앙대로22길 26,35.84242345,128.5920355,17,17,0,Y
EP530200,대구광역시동구불로947(경동택배),대구광역시 동구 공항로31길 9-8,35.901793891,128.62965593,1,1,0,Y
EP530318,경북대학교 4차 생활관,대구광역시 북구 대학로 80,35.889097488,128.6143223,1,1,0,Y
EP530700,대동빌딩(엠디시스템),대구광역시 수성구 수성로 206 (중동),35.84365368,128.61289947,2,2,0,Y
ER000286,가창중석타운,대구광역시 달성군 가창면 가창로 1008,35.796623,128.627271,5,0,5,N
ER000292,제일풍경채센트럴,대구광역시 달성군 유가읍 테크노대로 165,35.6913524,128.464365,9,0,9,N
ER000293,제일풍경채센트럴,대구광역시 달성군 유가읍 테크노대로 165,35.6913524,128.464365,9,0,9,N
ER000294,제일풍경채센트럴,대구광역시 달성군 유가읍 테크노대로 165,35.6913524,128.464365,10,0,10,N
ER000295,제일풍경채센트럴,대구광역시 달성군 유가읍 테크노대로 165,35.6913524,128.464365,9,0,9,N
ER000384,대구역센트럴자이,대구광역시 중구 서성로 99,35.8754432,128.5875323,10,10,0,Y
ER000408,태전대백맨션,대구 북구 관음로 18,35.9318918,128.5404048,6,6,0,Y
ER000478,범물우방미진하이츠,대구광역시 수성구 지범로 290,35.8151967,128.6478925,16,16,0,Y
ER000488,남산역화성파크드림아파트,대구 중구 남산로7길 7,35.8586719,128.5823318,5,5,0,Y
ER000494,그린맨션3차아파트,대구 달서구 구마로36길 33,35.8340993,128.5481763,18,18,0,Y
ER000546,죽곡하우젠트아너스빌,대구 달성군 다사읍 왕선로 26,35.8601434,128.4651940,16,16,0,Y
ER000597,상록아이투빌아파트,대구 동구 동호로 47,35.8651768,128.7218140,6,6,0,Y
ER000605,현대하이페리온1단지,대구 동구 국채보상로 861,35.8678978,128.6245755,5,5,0,Y
ER000606,현대하이페리온2단지,대구 동구 국채보상로 863,35.8676423,128.6254509,2,2,0,Y
EV000329,대구상수도사업본부서부사업소,대구광역시 서구 국채보상로34길 48,35.8651265,128.5487479,1,1,0,Y
EV000654,율하휴먼시아6,"대구광역시 동구 안심로16길 45 (율하동, 율하 휴먼시아6단지)",35.8645667628,128.6951041198,3,3,0,Y
EV000669,율하휴먼시아10단지,"대구광역시 동구 율하동로8길 16 (율하동, 율하 휴먼시아10단지)",35.8615954973,128.7028297485,3,3,0,Y
EV000673,대구달성LH천년나무1단지,대구광역시 달성군 현풍면 테크노북로2길 10 (대구테크노폴리스엘에이치천년나무1단지),35.6915454874,128.4497141561,3,3,0,Y
EV000674,대구달성LH천년나무2단지,대구광역시 달성군 현풍면 테크노북로2길 30 (대구테크노폴리스엘에이치천년나무2단지),35.691152749,128.4517926992,3,3,0,Y
EV001238,진석타워즈,대구광역시 중구 동덕로 115,35.8650932,128.6026664,1,1,0,Y
EV001570,한양은하아파트,"대구광역시 달서구 상화북로 137 (상인동, 한양은하아파트)",35.81121218740,128.5409027995,2,2,0,Y
EV002118,대구 동신우방타운105동,대구광역시 동구 송라로11길 86,35.871813015618,128.6151467064,3,3,0,Y
EV002119,대구 동신우방타운104동,대구광역시 동구 송라로11길 86,35.871917154312,128.6146063085,1,1,0,Y
EV002287,대구서구 광장타운1차아파트,대구광역시 서구 달구벌대로 1707,35.857526900890,128.5516265418,6,6,0,Y
EV002294,대구달서 용산보성타운 201동,대구광역시 달서구 용산서로 37,35.857323139061,128.5267377330,3,3,0,Y
EV002295,대구달서 용산보성타운 202동,대구광역시 달서구 용산서로 37,35.856840154536,128.5268059583,2,2,0,Y
EV003507,대구 달서구_대구직업능력개발원,대구광역시 달서구 장산남로 11,35.8516423,128.5294724,2,0,2,N
EV003702,매호효성백년가약1,대구광역시 수성구 천을로23길 31,35.846458565,128.70518213,1,1,0,Y
EV003703,매호효성백년가약2,대구광역시 수성구 천을로23길 31,35.846458565,128.70518213,2,2,0,Y
EV003704,매호효성백년가약3,대구광역시 수성구 천을로23길 31,35.847209735,128.70576059,2,2,0,Y
EV003741,강북화성파크드림1,대구광역시 북구 칠곡중앙대로 312,35.923821338,128.54766106,3,3,0,Y
EV003782,전기안전공사 대구경북지역본부2,대구광역시 동구 동북로 446,35.883718176,128.63428636,2,2,0,Y
EV003858,농협은행 대구영업본부,대구광역시 북구 신암로 67,35.878157395,128.60775958,1,1,0,Y
EV003869,농협경제지주 경북광역급식센터,대구광역시 군위군 효령면 경북대로 2185,36.1189819,128.5712992,1,1,0,Y
EV003928,강북화성파크드림2,대구광역시 북구 칠곡중앙대로 312,35.924723370,128.54829076,2,2,0,Y
EV003933,대구북구 LH천년나무5단지(B1),대구광역시 북구 내곡로 69,35.903144124,128.51182618,1,1,0,Y
EV003987,칠곡e편한세상,대구광역시 북구 칠곡중앙대로 598,35.949567138,128.55337618,10,10,0,Y
EV003988,팔공3차보성맨션,대구광역시 동구 파계로 71,35.940548372,128.63566442,6,6,0,Y
EV004105,대구달성 제일풍경채더퍼스트 105동 (지상),대구광역시 달성군 현풍읍 테크노상업로 49,35.693744926,128.45422588,2,2,0,Y
EV004401,대구달성 서재휴먼시아 B1휀룸실옆,대구광역시 달성군 다사읍 서재로14길 2,35.868996076,128.49678646,2,2,0,Y
EV004402,대구달성 서재휴먼시아 B2휀룸실옆,대구광역시 달성군 다사읍 서재로14길 2,35.8683042,128.49611359,3,3,0,Y
EV004924,대구달서구 장기동협성휴포레1,대구광역시 달서구 장기로 252,35.844137233,128.53270622,2,2,0,Y
EV004925,대구달서구 장기동협성휴포레2,대구광역시 달서구 장기로 252,35.844137233,128.53270622,3,3,0,Y
EV005065,대구수성구 범물하이츠1,대구광역시 수성구 용학로 336,35.824968796,128.64376284,3,3,0,Y
EV005066,대구수성구 범물하이츠2,대구광역시 수성구 용학로 336,35.824002665,128.64340820,1,1,0,Y
EV005191,대구달서 장기초록나라1,대구광역시 달서구 한들로 55,35.846401419,128.52954996,5,5,0,Y
EV005192,대구달서 장기초록나라2,대구광역시 달서구 한들로 55,35.845710060,128.52917420,4,4,0,Y
EV005193,대구달서 장기초록나라3,대구광역시 달서구 한들로 55,35.844824360,128.52955288,4,4,0,Y
EV005228,대구수성 만촌삼정그린코아1,대구광역시 수성구 교학로 65,35.850207900,128.65238370,3,3,0,Y
EV005229,대구수성 만촌삼정그린코아2,대구광역시 수성구 교학로 65,35.8502079,128.65238370,3,3,0,Y
EV005230,대구수성 만촌삼정그린코아3,대구광역시 수성구 교학로 65,35.850207900,128.65238370,4,4,0,Y
EV005267,대구북구 대구금호LH천년나무1단지1,대구광역시 북구 한강로 55,35.898756011,128.51424037,3,3,0,Y
EV005268,대구북구 대구금호LH천년나무1단지2,대구광역시 북구 한강로 55,35.898756011,128.51424037,3,3,0,Y
EV005269,대구북구 대구금호LH천년나무1단지3,대구광역시 북구 한강로 55,35.898220447,128.51439841,4,4,0,Y
EV005349,대구달성 에코폴리스 동화아이위시2차1,대구광역시 달성군 다사읍 서재로7길 23,35.868150980,128.48974026,11,11,0,Y
EV005350,대구달성 에코폴리스 동화아이위시2차2,대구광역시 달성군 다사읍 서재로7길 23,35.868095043,128.49063887,1,1,0,Y
EV005432,대구달서 용산1차서한화성타운1,대구광역시 달서구 장산로 10,35.854363008,128.53004694,3,3,0,Y
EV005433,대구달서 용산1차서한화성타운2,대구광역시 달서구 장산로 10,35.854363008,128.53004694,2,2,0,Y
EV005511,대구달성 대곡역그린빌 7지하,대구광역시 달성군 화원읍 명천로 57,35.803268373,128.51202944,5,5,0,Y
EV005512,대구달성 대곡역그린빌 6지하,대구광역시 달성군 화원읍 명천로 57,35.803548142,128.51056345,2,2,0,Y
EV005513,대구달성 대곡역그린빌 5지하,대구광역시 달성군 화원읍 명천로 57,35.804051479,128.51102654,4,4,0,Y
EV005514,대구달성 대곡역그린빌 B1F 4주차장,대구광역시 달성군 화원읍 명천로 57,35.802776245,128.51031653,2,2,0,Y
EV005515,대구달성 대곡역그린빌 3지하1층,대구광역시 달성군 화원읍 명천로 57,35.803897798,128.51321398,2,2,0,Y
EV005516,대구달성 대곡역그린빌 3지하2층,대구광역시 달성군 화원읍 명천로 57,35.804178748,128.51201351,2,2,0,Y
EV005517,대구달성 대곡역그린빌 2지하1층,대구광역시 달성군 화원읍 명천로 57,35.805252894,128.51187346,2,2,0,Y
EV005518,대구달성 대곡역그린빌 2지하2층,대구광역시 달성군 화원읍 명천로 57,35.804923057,128.51230418,2,2,0,Y
EV005519,대구달성 대곡역그린빌 1지하,대구광역시 달성군 화원읍 명천로 57,35.804381231,128.51126178,2,2,0,Y
EV005709,대구달서 장기초록나라(교체)1,대구광역시 달서구 한들로 55,35.846382273,128.52963814,3,3,0,Y
EV005710,대구달서 장기초록나라(교체)2,대구광역시 달서구 한들로 55,35.845641821,128.52904837,3,3,0,Y
EV005711,대구달서 장기초록나라(교체)3,대구광역시 달서구 한들로 55,35.844863217,128.53006109,3,3,0,Y
EV005837,대구수성 수성하늘채르레브1,대구광역시 수성구 지범로48길 21,35.815023873,128.64413165,3,3,0,Y
EV005838,대구수성 수성하늘채르레브2,대구광역시 수성구 지범로48길 21,35.815321345,128.64546134,2,2,0,Y
EV005961,대구달성 죽곡한신휴플러스1,대구광역시 달성군 다사읍 대실역남로 50,35.850998760,128.46415986,6,6,0,Y
EV005962,대구달성 죽곡한신휴플러스2,대구광역시 달성군 다사읍 대실역남로 50,35.851817664,128.46406976,3,3,0,Y
EV005963,대구달성 죽곡한신휴플러스3,대구광역시 달성군 다사읍 대실역남로 50,35.853100514,128.46283809,6,6,0,Y
EV005964,대구달성 죽곡한신휴플러스4,대구광역시 달성군 다사읍 대실역남로 50,35.852324170,128.46354775,3,3,0,Y
EV005965,대구달성 죽곡한신휴플러스5,대구광역시 달성군 다사읍 대실역남로 50,35.8523949,128.4640278,3,3,0,Y
EV005966,대구달성 죽곡한신휴플러스6,대구광역시 달성군 다사읍 대실역남로 50,35.852306960,128.46348102,3,3,0,Y
EV005967,대구북구 삼진목화아파트,대구광역시 북구 대천로9길 15,35.93866083,128.55452523,1,1,0,Y
EV006185,대구동구 영조아름다운나날3단지1,대구광역시 동구 동호로 132,35.865572784,128.73046516,2,2,0,Y
EV006186,대구동구 영조아름다운나날3단지2,대구광역시 동구 동호로 132,35.866069108,128.73229154,3,3,0,Y
EV006187,대구동구 영조아름다운나날3단지3,대구광역시 동구 동호로 132,35.866051346,128.73039807,3,3,0,Y
