statId,statNm,addr,lat,lng,chgerId,chgerType,output,useTime,busiNm,parkingFree,delYn,fetchedAt,lat_f,lng_f,dist_m,complex_id,complex_name,cohort
PL031985,대구 달서구 죽전역인터불고라비다,대구 달서구 와룡로 148,35.8458545,128.5377,00,02,7,24시간 이용가능,플러그링크,N,N,2026-07-25T20:38:50+09:00,35.8458545,128.5377,416.75644691066515,APT2025-12,해링턴플레이스감삼3차,2025
PI802108,성당코오롱하늘채아파트,대구광역시 달서구 장기로 160,35.844377,128.5419372,08,02,7,24시간 이용가능,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.844377,128.5419372,472.8787174994887,APT2025-12,해링턴플레이스감삼3차,2025
SF002605,동화로즈빌 (완속충전기),대구광역시 달서구 죽전1길 82,35.8526235,128.5392563,00,02,11,09:00~18:00,스타코프(주)스타코프,N,N,2026-07-25T20:38:50+09:00,35.8526235,128.5392563,477.1756083825083,APT2025-12,해링턴플레이스감삼3차,2025
LU100059,오페라센텀파크 서한이다음,대구광역시 북구 고성로37길 1,35.88099,128.584656,13,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.88099,128.584656,61.38177905964957,APT2025-13,태왕디아너스오페라,2025
CV000547,대구시_고성동 행정복지센터,대구광역시 북구 고성로31길 21,35.881917,128.5836099,01,06,50,24시간 이용가능,채비,Y,N,2026-07-25T20:38:50+09:00,35.881917,128.5836099,117.64704767553893,APT2025-13,태왕디아너스오페라,2025
SF000279,오페라 트루엘 시민의 숲,대구광역시 북구 고성북로 34,35.882859465,128.58408946,09,02,3,09:00~18:00,스타코프,N,N,2026-07-25T20:38:50+09:00,35.882859465,128.58408946,162.41300298231636,APT2025-13,태왕디아너스오페라,2025
PI762875,오페라트루엘시민의숲,대구광역시 북구 고성북로 34,35.883170363,128.58412093,04,02,7,00:00~24:00,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.883170363,128.58412093,193.55711494568706,APT2025-13,태왕디아너스오페라,2025
PWE06186,대구오페라트루엘시민의숲아파트,대구광역시 북구 고성북로 34,35.883170363,128.58412093,14,02,3,24시간 이용가능,파워큐브,Y,N,2026-07-25T20:38:50+09:00,35.883170363,128.58412093,193.55711494568706,APT2025-13,태왕디아너스오페라,2025
PW100461,대구오페라트루엘시민의숲아파트,대구광역시 북구 고성북로 34,35.883170363,128.58412093,05,02,7,24시간 이용가능,파워큐브,Y,N,2026-07-25T20:38:50+09:00,35.883170363,128.58412093,193.55711494568706,APT2025-13,태왕디아너스오페라,2025
PI122225,케이티북대구빌딩,대구광역시 북구 고성로 141,35.8819,128.582,05,02,7,24시간 이용가능,차지비,Y,N,2026-07-25T20:38:50+09:00,35.8819,128.582,257.71651944786714,APT2025-13,태왕디아너스오페라,2025
KP010627,대구복합스포츠타운 P1주차장,대구광역시 북구 고성로 191,35.8803174,128.5876054,02,04,100,"주중 08:00~19:00, 주말 09:00~18:00",한국전력,Y,N,2026-07-25T20:38:50+09:00,35.8803174,128.5876054,284.39565151334875,APT2025-13,태왕디아너스오페라,2025
TS272304,대구역오페라W오피스텔,대구광역시 북구 칠성남로 50,35.878866,128.585665,05,02,7,24시간 이용가능,주식회사 태성콘텍,Y,N,2026-07-25T20:38:50+09:00,35.878866,128.585665,305.26778594609436,APT2025-13,태왕디아너스오페라,2025
LU101324,고성아파트,대구광역시 북구 고성북로 3,35.8806791,128.5815704,01,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.8806791,128.5815704,307.7636758531879,APT2025-13,태왕디아너스오페라,2025
TS272303,대구역오페라W아파트,대구광역시 북구 칠성남로 50,35.878831,128.585665,28,02,7,24시간 이용가능,주식회사 태성콘텍,Y,N,2026-07-25T20:38:50+09:00,35.878831,128.585665,309.03901436736487,APT2025-13,태왕디아너스오페라,2025
KP004805,대구복합스포츠타운,대구광역시 북구 고성로 191,35.88297688,128.58804465,03,04,50,09:00~18:00,한국전력,Y,N,2026-07-25T20:38:50+09:00,35.88297688,128.58804465,332.1218187537868,APT2025-13,태왕디아너스오페라,2025
PIH00408,태왕아너스로뎀플러스오피스텔,대구광역시 북구 옥산로 87,35.884798,128.5853399,02,02,3,24시간 이용가능,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.884798,128.5853399,366.8873327134667,APT2025-13,태왕디아너스오페라,2025
CV000561,대구시_침산푸르지오,대구광역시 북구 옥산로 103,35.884521,128.58669,01,06,50,24시간 이용가능,채비,N,N,2026-07-25T20:38:50+09:00,35.884521,128.58669,373.17851520096536,APT2025-13,태왕디아너스오페라,2025
PW000463,침산1차푸르지오2단지-205동,대구광역시 북구 옥산로 103,35.884521506,128.58668965,03,02,7,00:00~23:59,파워큐브,Y,N,2026-07-25T20:38:50+09:00,35.884521506,128.58668965,373.2145302787424,APT2025-13,태왕디아너스오페라,2025
PW000462,침산1차푸르지오2단지-203동,대구광역시 북구 옥산로 103,35.8845215,128.5866897,03,02,7,00:00~23:59,파워큐브,Y,N,2026-07-25T20:38:50+09:00,35.8845215,128.5866897,373.2159645852087,APT2025-13,태왕디아너스오페라,2025
LU101555,대구오페라스위첸,대구광역시 북구 칠성남로 70,35.8788421,128.5874605,07,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.8788421,128.5874605,381.4200693030448,APT2025-13,태왕디아너스오페라,2025
CV002570,대구시민운동장,대구광역시 북구 고성로 191,35.8816742,128.5892109,01,04,100,24시간 이용가능,채비,Y,N,2026-07-25T20:38:50+09:00,35.8816742,128.5892109,395.67710817934494,APT2025-13,태왕디아너스오페라,2025
CV004674,기아 대구지점,대구광역시 북구 칠성남로 71,35.879276,128.588495,01,02,7,08:00~20:00,채비,Y,N,2026-07-25T20:38:50+09:00,35.879276,128.588495,414.73252585367055,APT2025-13,태왕디아너스오페라,2025
EZ001955,대구광역시립북부도서관,대구광역시 북구 옥산로 75,35.885182,128.5839,02,02,7,24시간 이용가능,(주)차지인,N,N,2026-07-25T20:38:50+09:00,35.885182,128.5839,415.03136980318925,APT2025-13,태왕디아너스오페라,2025
PI773847,대구중앙교회,대구광역시 북구 옥산로17길 10,35.8852831,128.5857173,01,02,7,24시간 이용가능,GS차지비,N,N,2026-07-25T20:38:50+09:00,35.8852831,128.5857173,425.5575924193784,APT2025-13,태왕디아너스오페라,2025
IN053035,경남센트로팰리스,대구광역시 중구 태평로 47,35.8778,128.5837,05,02,7,24시간 이용가능,신세계아이앤씨,N,N,2026-07-25T20:38:50+09:00,35.8778,128.5837,426.39890271144736,APT2025-13,태왕디아너스오페라,2025
KP004863,중구보건소,대구광역시 중구 태평로 45,35.877879698,128.58331865,01,04,100,09:00~18:00,한국전력,Y,N,2026-07-25T20:38:50+09:00,35.877879698,128.58331865,427.4168819311896,APT2025-13,태왕디아너스오페라,2025
CV003459,대구시_북구청,대구광역시 북구 옥산로 65,35.8852353,128.5832902,02,02,7,09:00~18:00,채비,Y,N,2026-07-25T20:38:50+09:00,35.8852353,128.5832902,435.03993995574905,APT2025-13,태왕디아너스오페라,2025
CV003134,대구시_대구은행 제2본점영업부,대구광역시 북구 옥산로 111,35.884442,128.588217,01,06,50,09:00~18:00,채비,N,N,2026-07-25T20:38:50+09:00,35.884442,128.588217,445.75111925003097,APT2025-13,태왕디아너스오페라,2025
KP003268,대성주유소,대구광역시 북구 칠성동2가 66,35.8816453456,128.5899248515,01,06,,24시간 이용가능,한국전력,Y,N,2026-07-25T20:38:50+09:00,35.8816453456,128.5899248515,459.84662740264037,APT2025-13,태왕디아너스오페라,2025
CV003535,대구은행 제2본점영업부,대구광역시 북구 옥산로 111,35.884422713,128.58852277,03,04,100,09:00~18:00,채비,N,N,2026-07-25T20:38:50+09:00,35.884422713,128.58852277,463.5874630813593,APT2025-13,태왕디아너스오페라,2025
PW013454,침산1차푸르지오22,대구광역시 북구 침산로21길 23,35.8856299,128.5868914,18,02,7,24시간 이용가능,파워큐브코리아,Y,N,2026-07-25T20:38:50+09:00,35.8856299,128.5868914,492.999553389873,APT2025-13,태왕디아너스오페라,2025
PI645420,BMW차징스테이션 대구리치프라자 by한독모터스,대구광역시 북구 옥산로17길 14,35.885905,128.585908,01,04,100,24시간 이용가능,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.885905,128.585908,496.726108386446,APT2025-13,태왕디아너스오페라,2025
CV003458,대구시_비산1동행정복지센터,대구광역시 서구 북비산로65길 18,35.881165,128.568969,01,02,7,24시간 이용가능,채비,Y,N,2026-07-25T20:38:50+09:00,35.881165,128.568969,215.3616584782863,APT2025-14,힐스테이트서대구역센트럴,2025
UN000180,대구 서길 통학로 52길 42-3(7kW),대구광역시 서구 통학로52길 42-3,35.8839325,128.5675781,01,02,7,비개방,유니이브이,N,N,2026-07-25T20:38:50+09:00,35.8839325,128.5675781,325.29830946684154,APT2025-14,힐스테이트서대구역센트럴,2025
PIH01544,주택,대구광역시 서구 통학로50길 53,35.883618,128.56868604,01,02,7,24시간 이용가능,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.883618,128.56868604,336.3143303926957,APT2025-14,힐스테이트서대구역센트럴,2025
KP005873,비산동 노상주차장,대구광역시 서구 비산동 2131-27,35.88489,128.5682,01,02,14,24시간 이용가능,한국전력,N,N,2026-07-25T20:38:50+09:00,35.88489,128.5682,443.7825694527713,APT2025-14,힐스테이트서대구역센트럴,2025
HE230028,KT공중전화부스 원평치안센터앞,대구광역시 서구 평리동 1621-3,35.8793917,128.5618302,02,04,200,24시간 이용가능,한국전기차충전서비스,Y,N,2026-07-25T20:38:50+09:00,35.8793917,128.5618302,469.09365934864906,APT2025-14,힐스테이트서대구역센트럴,2025
LU002217,홍실1차아파트,대구광역시 서구 서대구로8길 49,35.862228,128.562319,02,02,7,24시간 이용가능,LG유플러스,N,N,2026-07-25T20:38:50+09:00,35.862228,128.562319,53.73624310113509,APT2025-15,두류스타힐스,2025
CV001234,내당1동 행정복지센터,대구광역시 서구 통학로 35,35.86339,128.56397,01,02,14,09:00~18:00,채비,Y,N,2026-07-25T20:38:50+09:00,35.86339,128.56397,209.01769834374275,APT2025-15,두류스타힐스,2025
LU001061,보성홍실2차,대구광역시 서구 통학로 39,35.863941,128.563892,03,02,7,24시간 이용가능,엘지유플러스,N,N,2026-07-25T20:38:50+09:00,35.863941,128.563892,236.9350875185872,APT2025-15,두류스타힐스,2025
KP002174,홈플러스 내당점,대구광역시 서구 달구벌대로 1821,35.8603220891,128.5637319974,01,06,,,한국전력,Y,N,2026-07-25T20:38:50+09:00,35.8603220891,128.5637319974,299.4045233393045,APT2025-15,두류스타힐스,2025
PL031519,대구 한화생명 내당동사옥,대구 서구 달구벌대로 1833,35.8609,128.5653336,00,02,7,24시간 이용가능,플러그링크,N,N,2026-07-25T20:38:50+09:00,35.8609,128.5653336,361.3431447263335,APT2025-15,두류스타힐스,2025
PI530293,BMW차징스테이션 서대구전시장 by한독모터스,대구광역시 서구 달구벌대로 1841,35.8608743,128.5657178,02,04,100,24시간 이용가능,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.8608743,128.5657178,392.8537324094733,APT2025-15,두류스타힐스,2025
EV008555,대구서구 황제맨션아파트,대구광역시 서구 통학로 46,35.865018634,128.56533466,06,02,7,24시간 이용가능,에버온,Y,N,2026-07-25T20:38:50+09:00,35.865018634,128.56533466,413.6539115309966,APT2025-15,두류스타힐스,2025
EZ001394,현대장여관,대구광역시 서구 평리로62길 16,35.8623503,128.5572185,01,02,7,24시간 이용가능,(주)차지인,Y,N,2026-07-25T20:38:50+09:00,35.8623503,128.5572185,421.43173141517207,APT2025-15,두류스타힐스,2025
PW011725,교동면옥내당점,대구광역시 서구 서대구로 52,35.862606765507,128.5568227477,01,02,7,24시간 이용가능,파워큐브,Y,N,2026-07-25T20:38:50+09:00,35.862606765507,128.5568227477,456.4649778256481,APT2025-15,두류스타힐스,2025
NT101674,대구 현대해상사옥,대구광역시 달서구 달구벌대로 1790,35.85855,128.56079,04,02,7,24시간 이용가능,한국전자금융,N,N,2026-07-25T20:38:50+09:00,35.85855,128.56079,456.9302095044434,APT2025-15,두류스타힐스,2025
PI530306,대구시 달서구 리베라빌라,대구광역시 달서구 두류공원로50길 113-18,35.8587824,128.5646295,01,02,7,24시간 이용가능,차지비,Y,N,2026-07-25T20:38:50+09:00,35.8587824,128.5646295,487.49968999364637,APT2025-15,두류스타힐스,2025
LU002217,홍실1차아파트,대구광역시 서구 서대구로8길 49,35.862228,128.562319,02,02,7,24시간 이용가능,LG유플러스,N,N,2026-07-25T20:38:50+09:00,35.862228,128.562319,53.73624310113509,APT2025-16,두류역자이,2025
CV001234,내당1동 행정복지센터,대구광역시 서구 통학로 35,35.86339,128.56397,01,02,14,09:00~18:00,채비,Y,N,2026-07-25T20:38:50+09:00,35.86339,128.56397,209.01769834374275,APT2025-16,두류역자이,2025
LU001061,보성홍실2차,대구광역시 서구 통학로 39,35.863941,128.563892,03,02,7,24시간 이용가능,엘지유플러스,N,N,2026-07-25T20:38:50+09:00,35.863941,128.563892,236.9350875185872,APT2025-16,두류역자이,2025
KP002174,홈플러스 내당점,대구광역시 서구 달구벌대로 1821,35.8603220891,128.5637319974,01,06,,,한국전력,Y,N,2026-07-25T20:38:50+09:00,35.8603220891,128.5637319974,299.4045233393045,APT2025-16,두류역자이,2025
PL031519,대구 한화생명 내당동사옥,대구 서구 달구벌대로 1833,35.8609,128.5653336,00,02,7,24시간 이용가능,플러그링크,N,N,2026-07-25T20:38:50+09:00,35.8609,128.5653336,361.3431447263335,APT2025-16,두류역자이,2025
PI530293,BMW차징스테이션 서대구전시장 by한독모터스,대구광역시 서구 달구벌대로 1841,35.8608743,128.5657178,02,04,100,24시간 이용가능,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.8608743,128.5657178,392.8537324094733,APT2025-16,두류역자이,2025
EV008555,대구서구 황제맨션아파트,대구광역시 서구 통학로 46,35.865018634,128.56533466,06,02,7,24시간 이용가능,에버온,Y,N,2026-07-25T20:38:50+09:00,35.865018634,128.56533466,413.6539115309966,APT2025-16,두류역자이,2025
EZ001394,현대장여관,대구광역시 서구 평리로62길 16,35.8623503,128.5572185,01,02,7,24시간 이용가능,(주)차지인,Y,N,2026-07-25T20:38:50+09:00,35.8623503,128.5572185,421.43173141517207,APT2025-16,두류역자이,2025
PW011725,교동면옥내당점,대구광역시 서구 서대구로 52,35.862606765507,128.5568227477,01,02,7,24시간 이용가능,파워큐브,Y,N,2026-07-25T20:38:50+09:00,35.862606765507,128.5568227477,456.4649778256481,APT2025-16,두류역자이,2025
NT101674,대구 현대해상사옥,대구광역시 달서구 달구벌대로 1790,35.85855,128.56079,04,02,7,24시간 이용가능,한국전자금융,N,N,2026-07-25T20:38:50+09:00,35.85855,128.56079,456.9302095044434,APT2025-16,두류역자이,2025
PI530306,대구시 달서구 리베라빌라,대구광역시 달서구 두류공원로50길 113-18,35.8587824,128.5646295,01,02,7,24시간 이용가능,차지비,Y,N,2026-07-25T20:38:50+09:00,35.8587824,128.5646295,487.49968999364637,APT2025-16,두류역자이,2025
ST600537,달서아이꿈센터,대구광역시 달서구 와룡로51길 25,35.855360926,128.53563474,02,04,30,24시간 이용가능,SK일렉링크,Y,N,2026-07-25T20:38:50+09:00,35.855360926,128.53563474,82.04332402718454,APT2025-17,대구죽전행복주택,2025
CV003042,대구소방안전본부,대구광역시 달서구 와룡로49길 30,35.8546135,128.5356894,02,02,7,24시간 이용가능,채비,Y,N,2026-07-25T20:38:50+09:00,35.8546135,128.5356894,119.01409963000344,APT2025-17,대구죽전행복주택,2025
KP003444,대성유니드 주유소,대구광역시 달서구 와룡로248,35.8548928444,128.5378203423,01,06,,24시간 이용가능,한국전력,Y,N,2026-07-25T20:38:50+09:00,35.8548928444,128.5378203423,129.94126974621844,APT2025-17,대구죽전행복주택,2025
DC530008,죽전역에일린의뜰 105동,대구광역시 달서구 와룡로 254,35.855524023,128.53849504,05,02,7,24시간 이용가능,대성물류건설(주),Y,N,2026-07-25T20:38:50+09:00,35.855524023,128.53849504,176.41286798448064,APT2025-17,대구죽전행복주택,2025
DC530007,죽전역에일린의뜰 103동,대구광역시 달서구 와룡로 254,35.854692101,128.53854261,02,02,7,24시간 이용가능,대성물류건설(주),Y,N,2026-07-25T20:38:50+09:00,35.854692101,128.53854261,198.25788384856358,APT2025-17,대구죽전행복주택,2025
DC530009,죽전역에일린의뜰 111동,대구광역시 달서구 와룡로 254,35.856250571,128.53893526,02,02,7,24시간 이용가능,대성물류건설(주),Y,N,2026-07-25T20:38:50+09:00,35.856250571,128.53893526,234.21493836427803,APT2025-17,대구죽전행복주택,2025
PL032109,대구 달서구 죽전그린빌,대구 달서구 와룡로53길 40,35.8569721,128.5342158,07,02,7,24시간 이용가능,플러그링크,N,N,2026-07-25T20:38:50+09:00,35.8569721,128.5342158,270.64866614521816,APT2025-17,대구죽전행복주택,2025
PI780009,죽전그린빌,대구광역시 달서구 와룡로53길 40,35.8575814,128.5347641,03,02,7,24시간 이용가능,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.8575814,128.5347641,287.7231569727095,APT2025-17,대구죽전행복주택,2025
DC530006,죽전역에일린의뜰 야외주차장,대구광역시 달서구 와룡로 254,35.853804283,128.53908445,07,02,7,24시간 이용가능,대성물류건설(주),Y,N,2026-07-25T20:38:50+09:00,35.853804283,128.53908445,292.047054493507,APT2025-17,대구죽전행복주택,2025
KP001614,동화로즈빌,대구광역시 달서구 죽전동 죽전1길 81,35.8531437132,128.5381717655,02,02,7,,한국전력,Y,N,2026-07-25T20:38:50+09:00,35.8531437132,128.5381717655,293.80857138360864,APT2025-17,대구죽전행복주택,2025
SF000247,동화로즈빌,대구광역시 달서구 죽전1길 82,35.853181343,128.53913802,01,02,3,09:00~18:00,스타코프,N,N,2026-07-25T20:38:50+09:00,35.853181343,128.53913802,342.62901080613256,APT2025-17,대구죽전행복주택,2025
CV002620,티스테이션 달서점,대구광역시 달서구 와룡로 287,35.858501,128.537055,01,04,100,09:00~19:00,채비,Y,N,2026-07-25T20:38:50+09:00,35.858501,128.537055,344.43208137509833,APT2025-17,대구죽전행복주택,2025
SF002605,동화로즈빌 (완속충전기),대구광역시 달서구 죽전1길 82,35.8526235,128.5392563,00,02,11,09:00~18:00,스타코프(주)스타코프,N,N,2026-07-25T20:38:50+09:00,35.8526235,128.5392563,396.7217390045557,APT2025-17,대구죽전행복주택,2025
CV003283,대구의료원라파엘관,대구광역시 서구 평리로 157,35.859030275,128.53919495,03,02,7,24시간 이용가능,채비,N,N,2026-07-25T20:38:50+09:00,35.859030275,128.53919495,466.19044099018527,APT2025-17,대구죽전행복주택,2025
PI712445,용산우방타운,대구광역시 달서구 용산로 174,35.853720309,128.53155296,03,02,7,08:00~22:00,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.853720309,128.53155296,488.14949967179143,APT2025-17,대구죽전행복주택,2025
CV001710,용산1공영주차장,대구광역시 달서구 용산로 212-7,35.8569574,128.5313916,01,04,100,24시간 이용가능,채비,N,N,2026-07-25T20:38:50+09:00,35.8569574,128.5313916,494.1083873426985,APT2025-17,대구죽전행복주택,2025
CV003093,대구시_용산1동행정복지센터,대구광역시 달서구 용산로 212-7,35.856667,128.531222,01,02,7,24시간 이용가능,채비,Y,N,2026-07-25T20:38:50+09:00,35.856667,128.531222,498.6476763326152,APT2025-17,대구죽전행복주택,2025
PL031622,대구 화성파크드림이스트밸리,대구 동구 송라로10길 34,35.8715037,128.622714,06,02,7,24시간 이용가능,플러그링크,N,N,2026-07-25T20:38:50+09:00,35.8715037,128.622714,143.85052898773063,APT2025-18,더팰리스트데시앙,2025
IN053041,신천청아람아파트,대구광역시 동구 송라로14길 132,35.8741,128.6221,09,02,7,24시간 이용가능,신세계아이앤씨,N,Y,2026-07-25T20:38:50+09:00,35.8741,128.6221,172.12316868770105,APT2025-18,더팰리스트데시앙,2025
PIS00563,대구 동구 신천청아람아파트,대구광역시 동구 송라로14길 132,35.8741,128.6221,01,02,7,24시간 이용가능,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.8741,128.6221,172.12316868770105,APT2025-18,더팰리스트데시앙,2025
LU101282,동대구역센트럴시티자이,대구광역시 동구 송라로10길 33,35.8734967,128.6237186,11,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.8734967,128.6237186,200.4797952912946,APT2025-18,더팰리스트데시앙,2025
PIH01792,대구 동구 벽산이솔렌스힐아파트,대구광역시 동구 장등로 56,35.8724153,128.6242287,05,02,7,24시간 이용가능,GS차지비,N,N,2026-07-25T20:38:50+09:00,35.8724153,128.6242287,218.6119228612451,APT2025-18,더팰리스트데시앙,2025
CV000952,동대구벤처밸리 기업성장지원센터,대구광역시 동구 동대구로 465,35.872167,128.62477,01,06,50,09:00~18:00,채비,Y,N,2026-07-25T20:38:50+09:00,35.872167,128.62477,270.4460677517292,APT2025-18,더팰리스트데시앙,2025
CV001396,대구테크노파크 대구벤처센터,대구광역시 동구 동대구로 475,35.872833,128.624825,01,02,7,24시간 이용가능,채비,Y,N,2026-07-25T20:38:50+09:00,35.872833,128.624825,273.23181001149874,APT2025-18,더팰리스트데시앙,2025
PW801141,재단법인대구디지털혁신진흥원(T),대구광역시 동구 동대구로 469,35.872142054,128.62483137,02,02,7,24시간 이용가능,파워큐브코리아,Y,N,2026-07-25T20:38:50+09:00,35.872142054,128.62483137,276.3649574356557,APT2025-18,더팰리스트데시앙,2025
CV003131,대구시_대구테크노파크 동대구캠퍼스 2동,대구광역시 동구 동대구로 481,35.87325,128.624797,01,02,7,24시간 이용가능,채비,Y,N,2026-07-25T20:38:50+09:00,35.87325,128.624797,279.55837107904443,APT2025-18,더팰리스트데시앙,2025
CV002169,대구스케일업허브,대구광역시 동구 동대구로 465,35.871777,128.624853,01,02,7,24시간 이용가능,채비,N,N,2026-07-25T20:38:50+09:00,35.871777,128.624853,288.01701440390497,APT2025-18,더팰리스트데시앙,2025
CV002196,대구경북디자인진흥원,대구광역시 동구 동대구로 461,35.871416,128.624825,03,04,100,24시간 이용가능,채비,N,N,2026-07-25T20:38:50+09:00,35.871416,128.624825,300.4454468533154,APT2025-18,더팰리스트데시앙,2025
SF003317,대구무역회관 (완속충전기),대구광역시 동구 동대구로 489,35.874208512,128.62482043,00,02,7,09:00~18:00,(주)스타코프,N,N,2026-07-25T20:38:50+09:00,35.874208512,128.62482043,326.75724159782425,APT2025-18,더팰리스트데시앙,2025
EV006712,대구동구 대구무역회관,대구광역시 동구 동대구로 489,35.874208512,128.62482043,02,02,7,24시간 이용가능,에버온,Y,N,2026-07-25T20:38:50+09:00,35.874208512,128.62482043,326.75724159782425,APT2025-18,더팰리스트데시앙,2025
CV003071,대구시_대구상공회의소,대구광역시 동구 동대구로 457,35.871083,128.624964,01,06,50,24시간 이용가능,채비,N,N,2026-07-25T20:38:50+09:00,35.871083,128.624964,328.7908675018587,APT2025-18,더팰리스트데시앙,2025
PL033196,동대구삼환나우빌,대구 동구 동부로 81,35.8757736,128.6210968,01,02,7,24시간 이용가능,플러그링크,N,N,2026-07-25T20:38:50+09:00,35.8757736,128.6210968,361.9737844185946,APT2025-18,더팰리스트데시앙,2025
PL031999,대구 북구 동대구유성푸르나임아파트,대구 동구 동부로22길 48,35.872502,128.6260826,00,02,7,24시간 이용가능,플러그링크,N,N,2026-07-25T20:38:50+09:00,35.872502,128.6260826,385.0515893808993,APT2025-18,더팰리스트데시앙,2025
KP000666,동대구유성푸르나임 아파트,대구광역시 동구 신천동 동부로22길 48,35.8724363153,128.6262200222,01,06,50,,한국전력,Y,N,2026-07-25T20:38:50+09:00,35.8724363153,128.6262200222,397.6377148495222,APT2025-18,더팰리스트데시앙,2025
PI722554,신천휴먼시아6단지아파트,대구광역시 동구 송라로11길 39,35.870912318,128.61729013,10,02,7,24시간 이용가능,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.870912318,128.61729013,447.032266142141,APT2025-18,더팰리스트데시앙,2025
SF002969,한국건강관리협회 대구지부 (완속충전기),대구광역시 동구 장등로 16,35.86879023,128.62353479,01,02,11,09:00~18:00,(주)스타코프,N,N,2026-07-25T20:38:50+09:00,35.86879023,128.62353479,448.1050710412483,APT2025-18,더팰리스트데시앙,2025
LU101181,신천두산위브,대구광역시 동구 국채보상로 829,35.8685525,128.6222365,09,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.8685525,128.6222365,448.37557791923746,APT2025-18,더팰리스트데시앙,2025
HY000753,현대아울렛 대구점,대구광역시 동구 동대구로 454,35.870779,128.626281,11,02,7,10:30 ~ 21:00,현대엔지니어링,N,N,2026-07-25T20:38:50+09:00,35.870779,128.626281,449.3946872928854,APT2025-18,더팰리스트데시앙,2025
PI708859,신천두산위브B,대구광역시 동구 국채보상로 829,35.868524806,128.62193026,01,02,7,08:00~20:00,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.868524806,128.62193026,449.9355567736973,APT2025-18,더팰리스트데시앙,2025
HY001691,대구 신천휴먼시아6단지,대구광역시 동구 송라로11길 39,35.870891,128.617188,03,02,7,24시간 이용가능,현대엔지니어링,Y,N,2026-07-25T20:38:50+09:00,35.870891,128.617188,456.39634555089725,APT2025-18,더팰리스트데시앙,2025
HM000519,동대구반도유보라,대구광역시 동구 송라로16길 11,35.875528732,128.61795627,12,02,7,24시간 이용가능,HUMAX EV,N,N,2026-07-25T20:38:50+09:00,35.875528732,128.61795627,478.33701583420435,APT2025-18,더팰리스트데시앙,2025
CV002401,동대구역더샵센터시티아파트,대구광역시 동구 동부로19길 18,35.876749,128.623464,01,02,7,24시간 이용가능,채비,Y,N,2026-07-25T20:38:50+09:00,35.876749,128.623464,487.9959851619896,APT2025-18,더팰리스트데시앙,2025
PI000239,대구시 동부소방서,대구광역시 동구 동대구로 507,35.8759858474,128.6252252194,01,02,7,24시간 이용가능,GS차지비,,N,2026-07-25T20:38:50+09:00,35.8759858474,128.6252252194,488.83220777741525,APT2025-18,더팰리스트데시앙,2025
TS271402,청구고등학교,대구광역시 동구 국채보상로 827,35.868361,128.61995,01,02,7,24시간 이용가능,주식회사 태성콘텍,Y,N,2026-07-25T20:38:50+09:00,35.868361,128.61995,497.1228057584935,APT2025-18,더팰리스트데시앙,2025
PL031622,대구 화성파크드림이스트밸리,대구 동구 송라로10길 34,35.8715037,128.622714,06,02,7,24시간 이용가능,플러그링크,N,N,2026-07-25T20:38:50+09:00,35.8715037,128.622714,143.85052898773063,APT2025-19,e편한세상동대구역센텀스퀘어,2025
IN053041,신천청아람아파트,대구광역시 동구 송라로14길 132,35.8741,128.6221,09,02,7,24시간 이용가능,신세계아이앤씨,N,Y,2026-07-25T20:38:50+09:00,35.8741,128.6221,172.12316868770105,APT2025-19,e편한세상동대구역센텀스퀘어,2025
PIS00563,대구 동구 신천청아람아파트,대구광역시 동구 송라로14길 132,35.8741,128.6221,01,02,7,24시간 이용가능,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.8741,128.6221,172.12316868770105,APT2025-19,e편한세상동대구역센텀스퀘어,2025
LU101282,동대구역센트럴시티자이,대구광역시 동구 송라로10길 33,35.8734967,128.6237186,11,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.8734967,128.6237186,200.4797952912946,APT2025-19,e편한세상동대구역센텀스퀘어,2025
PIH01792,대구 동구 벽산이솔렌스힐아파트,대구광역시 동구 장등로 56,35.8724153,128.6242287,05,02,7,24시간 이용가능,GS차지비,N,N,2026-07-25T20:38:50+09:00,35.8724153,128.6242287,218.6119228612451,APT2025-19,e편한세상동대구역센텀스퀘어,2025
